id,host_location,host_neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,availability_365
24961531.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.28078,-123.12474,Private House,Entire home/apt,2,1,1,$125.00,225
24968566.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.29005,-123.0551,Private Room,Private room,2,1,1,$89.00,168
24983102.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.26297,-123.14766,Private House,Entire home/apt,2,1,1,$187.00,180
24993810.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.28106,-123.12318,Private Apartment,Entire home/apt,3,1,2,$140.00,297
25015037.0,,Arbutus Ridge,Arbutus Ridge,49.25486,-123.15365,Private Room,Private room,2,3 shared,1,$57.00,77
25074332.0,"Vancouver, Canada",Fairview,Fairview,49.26196,-123.12688,Private Apartment,Entire home/apt,2,1,1,$100.00,272
25076407.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.27696,-123.02632,Private Room,Private room,2,2,1,$120.00,89
25087027.0,"Vancouver, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,49.23362,-123.07861,Private Room,Private room,2,1,1,$65.00,34
25102944.0,"Vancouver, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,49.25898,-123.06895,Private Guest Suite,Entire home/apt,2,1,1,$121.00,329
25129693.0,"Vancouver, Canada",Riley Park,Riley Park,49.25278,-123.11125,Private House,Entire home/apt,4,1,4,$500.00,32
25157667.0,"Vancouver, Canada",Riley Park,Riley Park,49.24383,-123.09361,Private Guest Suite,Entire home/apt,2,1,1,$100.00,255
25166793.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.26811,-123.16668,Private Guest Suite,Entire home/apt,4,1,2,$181.00,261
25168981.0,"Vancouver, Canada",Marpole,Marpole,49.20659,-123.11822,Private Room,Private room,2,1,1,$90.00,355
25181840.0,"Vancouver, Canada",Fairview,Fairview,49.25998,-123.12644,Private Apartment,Entire home/apt,3,1,2,$100.00,244
25193768.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.29192,-123.04486,Private Guest Suite,Entire home/apt,4,1,3,$98.00,263
25216365.0,"Vancouver, Canada",Yaletown,Downtown,49.27795,-123.11706,Private Apartment,Entire home/apt,3,1,1,$145.00,166
25234314.0,,Downtown Vancouver,Downtown,49.27891,-123.123,Private House,Entire home/apt,2,1,2,$122.00,65
25256952.0,,,Dunbar Southlands,49.24477,-123.17147,Private Room,Private room,2,1,1,$119.00,99
25270770.0,"Vancouver, Canada",Oakridge,Oakridge,49.22632,-123.11572,Private Room,Private room,2,1 shared,1,$72.00,48
25314294.0,"Vancouver, Canada",Fairview,Fairview,49.25997,-123.1276,Private Apartment,Entire home/apt,2,1,1,$100.00,293
25320714.0,"Vancouver, Canada",Riley Park,Riley Park,49.24234,-123.09658,Private House,Entire home/apt,4,2.5,3,$300.00,184
25346154.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.2766,-123.12696,Private Apartment,Entire home/apt,3,2,2,$210.00,341
25352392.0,"Vancouver, Canada",Kitsilano,Shaughnessy,49.25711,-123.15114,Private House,Entire home/apt,7,3,4,$486.00,57
25369132.0,"Vancouver, Canada",,Downtown,49.28834,-123.12292,Private Apartment,Entire home/apt,2,1,2,$194.00,48
25412425.0,"Vancouver, Canada",West End,West End,49.28607,-123.13694,Private Room,Private room,2,1 shared,1,$350.00,130
25492892.0,"Vancouver, Canada",Arbutus Ridge,Arbutus Ridge,49.25431,-123.15568,Private House,Entire home/apt,3,1.5,2,$200.00,171
25514583.0,"Vancouver, Canada",,Downtown,49.28041,-123.12469,Private House,Entire home/apt,2,1,1,$139.00,89
25549877.0,"Vancouver, Canada",Oakridge,Oakridge,49.22632,-123.11572,Private Room,Private room,2,1 shared,1,$71.00,35
25670128.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.27834,-123.0267,Private Room,Private room,2,1 shared,1,$120.00,89
25670214.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.27867,-123.02488,Private Room,Private room,2,1,1,$119.00,89
25731269.0,"Vancouver, Canada",,Kensington-Cedar Cottage,49.2506,-123.07084,Private Guest Suite,Entire home/apt,3,1,1,$88.00,145
25747863.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27562,-123.13298,Private Apartment,Entire home/apt,4,1,1,$271.00,331
25751097.0,"Vancouver, Canada",Marpole,Marpole,49.21307,-123.13501,Private Room,Private room,2,1,1,$65.00,31
25752951.0,"Vancouver, Canada",Oakridge,Oakridge,49.22632,-123.11572,Private Room,Private room,1,1 shared,1,$49.00,33
25831764.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.2637,-123.03999,Private Room,Private room,2,1,1,$55.00,40
25895164.0,"Vancouver, Canada",Chinatown,Downtown Eastside,49.28056,-123.09968,Private Apartment,Entire home/apt,2,1,1,$218.00,45
25943082.0,,Renfrew-Collingwood,Renfrew-Collingwood,49.23473,-123.03126,Private Room,Private room,2,1,1,$56.00,283
25943228.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.2670517530915,-123.176948940124,Private Guest Suite,Entire home/apt,2,1,1,$321.00,99
25947820.0,"Vancouver, Canada",,Kitsilano,49.25798,-123.15148,Private Guest Suite,Entire home/apt,2,1,1,$115.00,17
26007923.0,"Vancouver, Canada",Fairview,Fairview,49.25999,-123.12701,Private Apartment,Entire home/apt,2,1,1,$100.00,277
26034304.0,"Vancouver, Canada",Fairview,Fairview,49.26186,-123.12752,Private Apartment,Entire home/apt,4,1.5,2,$115.00,278
26043557.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.28211,-123.12338,Private Apartment,Entire home/apt,2,1,1,$150.00,222
26058626.0,"Vancouver, Canada",Mount Pleasant,Mount Pleasant,49.26909,-123.10734,Private Apartment,Entire home/apt,2,1,1,$89.00,134
26204770.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.2795,-123.12098,Private Room,Private room,1,1 shared,1,$52.00,365
26231164.0,,Yaletown,Downtown,49.2772,-123.11778,Private House,Entire home/apt,2,1,1,$89.00,64
26235197.0,"Vancouver, Canada",Fraserview,Victoria-Fraserview,49.2137822696023,-123.067334767445,Private House,Entire home/apt,12,4,6,$320.00,69
26295935.0,"Vancouver, Canada",,Strathcona,49.27005,-123.10021,Private Apartment,Entire home/apt,2,1,1,$111.00,42
26305770.0,"Vancouver, Canada",,Downtown Eastside,49.28178,-123.10179,Private House,Entire home/apt,4,1,2,$400.00,361
26306399.0,"Vancouver, Canada",Marpole,Marpole,49.21135,-123.10927,Private Guest Suite,Entire home/apt,2,1,1,$96.00,312
26312844.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.26249,-123.17031,Private Room,Private room,2,1 shared,1,$81.00,113
26342358.0,"Vancouver, Canada",Central Vancouver,West End,49.28057,-123.13068,Private Room,Private room,1,1 shared,1,$49.00,29
26365689.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.271015,-123.184181,Private House,Entire home/apt,6,4,5,$348.00,23
26367350.0,"Vancouver, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,49.24665,-123.06903,Private House,Entire home/apt,6,1,3,$270.00,360
26396039.0,"Vancouver, Canada",Kitsilano,Downtown,49.28821,-123.12152,Private Apartment,Entire home/apt,5,2.5,4,"$2,113.00",179
26396221.0,"Vancouver, Canada",Kitsilano,Downtown,49.28824,-123.1155,Private Apartment,Entire home/apt,5,2.5,2,$834.00,179
26419301.0,"Vancouver, Canada",Fairview,Fairview,49.25997,-123.12763,Private Apartment,Entire home/apt,2,1,1,$100.00,244
26471674.0,"Vancouver, Canada",Oakridge,Oakridge,49.2272,-123.11212,Private Room,Private room,1,1,1,$55.00,64
26473360.0,"West Vancouver, Canada",Downtown Vancouver,Downtown,49.27962,-123.12008,Private Apartment,Entire home/apt,2,1,1,$125.00,61
26497482.0,,Renfrew-Collingwood,Renfrew-Collingwood,49.24124,-123.0276,Private House,Entire home/apt,4,1,3,$150.00,285
26505492.0,"Vancouver, Canada",Oakridge,Oakridge,49.22764,-123.11392,Private Room,Private room,1,1,1,$40.00,108
26524234.0,,,Kitsilano,49.26832,-123.15837,Private Guest Suite,Entire home/apt,3,1,1,$116.00,88
26532098.0,"Vancouver, Canada",Killarney,Killarney,49.23109,-123.03373,Private House,Entire home/apt,5,1,3,$220.00,346
26574530.0,"Vancouver, Canada",Downtown Eastside,Downtown Eastside,49.2781,-123.08991,Private Guest Suite,Entire home/apt,4,1,2,$149.00,166
26596904.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.28264,-123.11427,Private Room,Private room,2,1,2,$169.00,141
26605128.0,"Vancouver, Canada",Mount Pleasant,Mount Pleasant,49.26042,-123.11013,Private House,Entire home/apt,4,1,2,$85.00,71
26641669.0,"Vancouver, Canada",West End,West End,49.28721,-123.12752,Private Apartment,Entire home/apt,3,1,1,$393.00,179
26717650.0,"Vancouver, Canada",Kitsilano,Downtown,49.27551,-123.12575,Private House,Entire home/apt,5,2,2,$750.00,88
26755517.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27743,-123.12961,Private Apartment,Entire home/apt,2,1,1,$235.00,109
26779568.0,"Vancouver, Canada",Fairview,Fairview,49.26177,-123.12837,Private Apartment,Entire home/apt,2,1,1,$100.00,266
26801360.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.2637,-123.03999,Private Room,Private room,2,1,1,$58.00,101
26843460.0,"Vancouver, Canada",Mount Pleasant,Fairview,49.26098,-123.11539,Private House,Entire home/apt,2,1,1,$189.00,333
26846418.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.28796,-123.12499,Private Apartment,Entire home/apt,4,2,2,$300.00,154
26870031.0,,Kitsilano,Kitsilano,49.26914,-123.16404,Private House,Entire home/apt,4,2,2,$189.00,264
26905511.0,"Vancouver, Canada",Commercial Drive,Grandview-Woodland,49.26239,-123.07531,Private Guest Suite,Entire home/apt,5,1,3,$84.00,110
26945692.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.2637,-123.03999,Private Room,Private room,2,1,1,$52.00,130
27057251.0,"Vancouver, Canada",Fraserview,Victoria-Fraserview,49.2246,-123.06162,Private Guest Suite,Entire home/apt,2,1,1,$94.00,102
27092584.0,"Vancouver, Canada",Downtown Vancouver,West End,49.28614,-123.12481,Private House,Entire home/apt,6,2,3,$293.00,21
27110258.0,"Vancouver, Canada",Downtown Eastside,Downtown Eastside,49.27788,-123.09358,Private Guest Suite,Entire home/apt,2,1,2,$154.00,292
27133016.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.25875,-123.16869,Private Room,Private room,2,1 shared,1,$121.00,147
27225802.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.2749,-123.11328,Private House,Entire home/apt,2,1,1,$125.00,285
27257931.0,"North Vancouver, Canada",,Downtown,49.28003,-123.11121,Private Apartment,Entire home/apt,4,1,1,$301.00,88
27265522.0,"Vancouver, Canada",Mount Pleasant,Mount Pleasant,49.25887,-123.08148,Private Room,Private room,2,1 shared,1,$76.00,355
27281997.0,"Toronto, Canada",Sunset,Sunset,49.22481,-123.09307,Private House,Entire home/apt,6,3,3,$175.00,173
27377931.0,"Vancouver, Canada",Downtown Eastside,Downtown Eastside,49.2815,-123.08059,Private Apartment,Entire home/apt,3,1,1,$100.00,69
27391721.0,"Vancouver, Canada",Yaletown,Downtown,49.27652,-123.12016,Private Apartment,Entire home/apt,2,1,1,$236.00,18
27459230.0,"Vancouver, Canada",,Kerrisdale,49.2295867379384,-123.178003418754,Private Guest Suite,Entire home/apt,2,1,1,$232.00,82
27466923.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27194,-123.12195,Private House,Entire home/apt,4,2,2,$250.00,310
27509280.0,"Vancouver, Canada",Renfrew-Collingwood,Renfrew-Collingwood,49.23848,-123.04738,Private Room,Private room,2,1 shared,2,$44.00,12
27514047.0,"Vancouver, Canada",Riley Park,Riley Park,49.23668,-123.10929,Private Room,Private room,3,1 shared,4,$107.00,201
27530828.0,"Vancouver, Canada",Riley Park,Riley Park,49.23644,-123.10927,Private Room,Private room,2,1 shared,1,$107.00,200
27641406.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27861,-123.12484,Private Apartment,Entire home/apt,4,2,2,$677.00,226
27662224.0,"Vancouver, Canada",Shaughnessy,Shaughnessy,49.2568168640137,-123.140914916992,Private House,Entire home/apt,4,1,3,$216.00,83
27676888.0,"Vancouver, Canada",,Downtown,49.27889,-123.10794,Private Apartment,Entire home/apt,2,1,1,$151.00,22
27695390.0,"Vancouver, Canada",Riley Park,Riley Park,49.24393,-123.0923,Private House,Entire home/apt,6,3,4,$650.00,18
27706117.0,"Vancouver, Canada",,Renfrew-Collingwood,49.25891,-123.05207,Private House,Entire home/apt,8,2,4,$249.00,233
27759917.0,"Vancouver, Canada",Oakridge,Sunset,49.23244,-123.10406,Private Guest Suite,Entire home/apt,4,2,2,$122.00,161
27791241.0,"Vancouver, Canada",West End,West End,49.28671,-123.12758,Private Apartment,Entire home/apt,5,2,3,$234.00,336
27837513.0,"Vancouver, Canada",Riley Park,Riley Park,49.23564,-123.11403,Private Room,Private room,1,1,1,$85.00,40
27849505.0,"Vancouver, Canada",Riley Park,Riley Park,49.23596,-123.11286,Private Room,Private room,1,1,1,$83.00,89
27878050.0,"Vancouver, Canada",,Mount Pleasant,49.26663,-123.09157,Private House,Entire home/apt,2,1,1,$73.00,194
27900319.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.27096,-123.17555,Private House,Entire home/apt,6,2.5,2,$460.00,250
27903066.0,,Chinatown,Downtown Eastside,49.27881,-123.09893,Private House,Entire home/apt,4,1,2,$162.00,199
28015083.0,"Vancouver, Canada",,Riley Park,49.2366,-123.09677,Private Guest Suite,Entire home/apt,1,1,1,$100.00,27
28127771.0,"Vancouver, Canada",Fraserview,Sunset,49.2193,-123.08204,Private House,Entire home/apt,7,2,3,$160.00,28
28154661.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27875,-123.11443,Private Apartment,Entire home/apt,3,1,2,$155.00,141
28207765.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.27034,-123.15893,Private House,Entire home/apt,2,1,1,$95.00,107
28225952.0,"Vancouver, Canada",,Marpole,49.21315,-123.11638,Private Room,Private room,1,1 shared,1,$80.00,66
28228002.0,"Vancouver, Canada",Mount Pleasant,Mount Pleasant,49.26766,-123.10797,Private House,Entire home/apt,3,1,2,$128.00,216
28229609.0,"Vancouver, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,49.24086,-123.0825,Private Guest Suite,Entire home/apt,2,1,1,$105.00,24
28256722.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.29007,-123.04229,Private Guest Suite,Entire home/apt,4,1,2,$140.00,270
28317472.0,"Vancouver, Canada",Downtown Eastside,Downtown Eastside,49.27775,-123.08402,Private House,Entire home/apt,4,2,2,$170.00,141
28320956.0,"Vancouver, Canada",Riley Park,Riley Park,49.24938,-123.09775,Private Guest Suite,Entire home/apt,2,1,1,$92.00,312
28334569.0,"Vancouver, Canada",Downtown Eastside,Downtown Eastside,49.28016,-123.08505,Private Apartment,Entire home/apt,3,1,2,$170.00,161
28364428.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27956,-123.1198,Private Apartment,Entire home/apt,2,1,1,$95.00,165
28374232.0,"Burnaby, Canada",Downtown Vancouver,Downtown,49.28326,-123.116547,Private Apartment,Entire home/apt,2,1,1,$107.00,113
28412613.0,"Vancouver, Canada",Riley Park,Riley Park,49.24936,-123.10836,Private Guest Suite,Entire home/apt,4,1,1,$140.00,122
28444036.0,"Vancouver, Canada",Commercial Drive,Grandview-Woodland,49.26558,-123.06377,Private Guest Suite,Entire home/apt,2,1,1,$147.00,334
28583815.0,"Vancouver, Canada",Commercial Drive,Kensington-Cedar Cottage,49.26192,-123.0744,Private Apartment,Entire home/apt,4,1,2,$104.00,22
28604839.0,"Surrey, Canada",Gastown,Downtown Eastside,49.28117,-123.09964,Private Apartment,Entire home/apt,2,1,2,$115.00,219
28674567.0,"Vancouver, Canada",,Downtown,49.27636,-123.13203,Private Apartment,Entire home/apt,5,2,2,$204.00,212
28697899.0,"Vancouver, Canada",,Renfrew-Collingwood,49.26035,-123.0538,Private House,Entire home/apt,8,2,4,$303.00,303
28699576.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.27235,-123.14831,Private House,Entire home/apt,5,2,2,$180.00,344
28722542.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.28053,-123.10803,Private House,Entire home/apt,6,2,3,$302.00,132
28760438.0,,Killarney,Killarney,49.23149,-123.02698,Private Guest Suite,Entire home/apt,6,1,3,$109.00,305
28873745.0,"Vancouver, Canada",Mount Pleasant,Mount Pleasant,49.26088,-123.08825,Private House,Entire home/apt,3,1,1,$108.00,73
28910369.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27731,-123.13045,Private Apartment,Entire home/apt,4,1,1,$179.00,255
28934999.0,"Vancouver, Canada",Gastown,Downtown Eastside,49.28183,-123.10465,Private Apartment,Entire home/apt,2,1,1,$151.00,365
28955616.0,"Vancouver, Canada",Renfrew-Collingwood,Renfrew-Collingwood,49.23777,-123.03376,Private Room,Private room,2,1 shared,1,$103.00,84
28986945.0,"Vancouver, Canada",Marpole,Marpole,49.21415,-123.11351,Private Room,Private room,2,1 shared,1,$55.00,71
28987551.0,"Vancouver, Canada",Marpole,Marpole,49.21356,-123.11131,Private Room,Private room,2,1 shared,1,$45.00,71
28987554.0,"Vancouver, Canada",Marpole,Marpole,49.21206,-123.112,Private Room,Private room,2,1 shared,1,$45.00,74
29038862.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.2796,-123.12021,Private Room,Private room,1,1 shared,1,$69.00,358
29131502.0,"Vancouver, Canada",Downtown Eastside,Downtown Eastside,49.28238,-123.08353,Private House,Entire home/apt,2,1,1,$96.00,159
29149436.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.28825,-123.04841,Private Room,Private room,2,1,2,$81.00,64
29177848.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.28987,-123.0492,Private Room,Private room,2,1 shared,1,$79.00,76
29184741.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.27672,-123.14587,Private Guest Suite,Entire home/apt,2,1,1,$144.00,150
29266447.0,"Vancouver, Canada",Mount Pleasant,Mount Pleasant,49.26089,-123.10111,Private House,Entire home/apt,4,1,2,$158.00,235
29279647.0,"Vancouver, Canada",Fraserview,Sunset,49.21456,-123.10065,Private Room,Private room,2,1,1,$129.00,70
29346974.0,"Bristol, United Kingdom",West End,Downtown,49.29363,-123.13424,Private Room,Private room,1,1 shared,1,$40.00,90
29548839.0,"Vancouver, Canada",Dunbar-Southlands,Dunbar Southlands,49.253,-123.18431,Private Guest Suite,Entire home/apt,2,1,1,$175.00,140
29593493.0,"Vancouver, Canada",Point Grey/University of British Columbia,West Point Grey,49.27239,-123.20732,Private Guest Suite,Entire home/apt,3,1,1,$300.00,364
29679599.0,"Vancouver, Canada",Mount Pleasant,Mount Pleasant,49.2603313466672,-123.093341035044,Private House,Entire home/apt,9,2,5,$527.00,101
29703650.0,"Vancouver, Canada",West End,Downtown,49.27987,-123.12306,Private Apartment,Entire home/apt,3,1,1,$89.00,89
29765542.0,"Vancouver, Canada",Central Vancouver,West End,49.28054,-123.13063,Private Room,Private room,2,1 shared,1,$60.00,30
29803139.0,"Vancouver, Canada",Central Vancouver,Downtown,49.28019,-123.12316,Private Apartment,Entire home/apt,2,1,1,$158.00,18
29806602.0,"Vancouver, Canada",Central Vancouver,West End,49.2920821083067,-123.142102694817,Private House,Entire home/apt,4,2,1,$200.00,364
29826279.0,"Vancouver, Canada",Marpole,Marpole,49.21615,-123.14643,Private Guest Suite,Entire home/apt,4,1,3,$140.00,168
29900725.0,"Vancouver, Canada",Kitsilano,Downtown,49.28873,-123.11745,Private Apartment,Entire home/apt,5,2.5,3,$704.00,179
29987830.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.26024,-123.17907,Private House,Entire home/apt,2,1,1,$200.00,158
29998069.0,"Vancouver, Canada",Riley Park,Riley Park,49.24196,-123.10166,Private Guest Suite,Entire home/apt,4,1,3,$147.00,331
30013824.0,"Vancouver, Canada",Riley Park,Riley Park,49.2477951049805,-123.098457336426,Private Guest Suite,Entire home/apt,2,1,1,$156.00,177
30051172.0,"Vancouver, Canada",,Kensington-Cedar Cottage,49.24002,-123.07362,Private House,Entire home/apt,8,1,4,$218.00,169
30069730.0,"Vancouver, Canada",Central Vancouver,Downtown,49.27815,-123.10628,Private Apartment,Entire home/apt,2,1,1,$150.00,45
30112138.0,"Vancouver, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,49.25334,-123.08245,Private Guest Suite,Entire home/apt,2,1,1,$100.00,164
30133503.0,"Vancouver, Canada",,Hastings-Sunrise,49.26576,-123.05503,Private Guest Suite,Entire home/apt,2,1,1,$75.00,154
30180834.0,,Dunbar-Southlands,Dunbar Southlands,49.25084,-123.18862,Private Room,Private room,2,1,1,$91.00,56
30204180.0,"Vancouver, Canada",,Renfrew-Collingwood,49.23414,-123.04269,Private House,Entire home/apt,12,3,6,$406.00,137
30229887.0,"Vancouver, Canada",Downtown Vancouver,West End,49.28307,-123.12555,Private Apartment,Entire home/apt,2,1,1,$118.00,199
30270074.0,"Vancouver, Canada",Grandview-Woodland,Grandview-Woodland,49.26601,-123.06202,Private House,Entire home/apt,2,1,1,$175.00,177
30318796.0,,Downtown Vancouver,Downtown,49.27524,-123.1295,Private Apartment,Entire home/apt,2,1,1,$104.00,340
30322369.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.26574,-123.16033,Private House,Entire home/apt,2,1,1,$159.00,230
30345097.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27547,-123.12861,Private Apartment,Entire home/apt,3,1,3,$176.00,191
30346694.0,,Grandview-Woodland,Grandview-Woodland,49.27099,-123.05703,Private Guest Suite,Entire home/apt,2,1,1,$175.00,160
30346862.0,"Vancouver, Canada",District of North Vancouver,Downtown,49.27539,-123.13316,Private Apartment,Entire home/apt,5,2,3,$314.00,316
30371290.0,"Vancouver, Canada",Fraserview,Sunset,49.23119,-123.09892,Private House,Entire home/apt,10,5,5,$335.00,25
30373419.0,"Vancouver, Canada",Fraserview,Sunset,49.23157,-123.09974,Private House,Entire home/apt,14,6,7,$594.00,93
30431283.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.26806,-123.1644,Private House,Entire home/apt,6,2,4,$228.00,235
30502873.0,"Vancouver, Canada",,Killarney,49.22767,-123.03541,Private House,Entire home/apt,12,4,5,$384.00,153
30743154.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27652,-123.12496,Private Apartment,Entire home/apt,2,1,1,$194.00,124
30743342.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27532,-123.12493,Private Apartment,Entire home/apt,2,1,1,$199.00,363
30768655.0,"Vancouver, Canada",Fairview,Fairview,49.25974,-123.12675,Private Apartment,Entire home/apt,2,1,1,$100.00,244
30885025.0,"Vancouver, Canada",Dunbar-Southlands,Dunbar Southlands,49.25095,-123.18333,Private House,Entire home/apt,4,1,2,$267.00,364
30892524.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.28029,-123.12292,Private House,Entire home/apt,3,1,2,$165.00,233
30914254.0,"Vancouver, Canada",Downtown Vancouver,Downtown Eastside,49.28159,-123.10816,Private House,Entire home/apt,3,1,1,$186.00,232
31018794.0,"Vancouver, Canada",West End,West End,49.28714,-123.12987,Private House,Entire home/apt,4,1,2,$124.00,161
31039997.0,"Vancouver, Canada",Arbutus Ridge,Arbutus Ridge,49.24876,-123.16433,Private Room,Private room,2,1 shared,2,$124.00,322
31101733.0,,Dunbar-Southlands,Dunbar Southlands,49.24557,-123.19187,Private Guest Suite,Entire home/apt,6,1,2,$102.00,315
31122370.0,"Vancouver, Canada",Hastings-Sunrise,Hastings-Sunrise,49.27744,-123.05046,Private House,Entire home/apt,2,1,1,$65.00,94
31147902.0,"Vancouver, Canada",Central Vancouver,West End,49.28192,-123.12952,Private Room,Private room,1,4,1,$58.00,30
31221804.0,"Vancouver, Canada",Yaletown,Downtown,49.27622,-123.11734,Private Apartment,Entire home/apt,4,1,1,$108.00,365
31239574.0,"Vancouver, Canada",Arbutus Ridge,Arbutus Ridge,49.24909,-123.16779,Private Room,Private room,2,1 shared,2,$117.00,321
31240187.0,"Vancouver, Canada",Arbutus Ridge,Arbutus Ridge,49.24668,-123.16321,Private Room,Private room,2,1 shared,2,$120.00,322
31242596.0,"Vancouver, Canada",Arbutus Ridge,Arbutus Ridge,49.24731,-123.16555,Private House,Entire home/apt,9,2,6,$239.00,323
31317039.0,"Vancouver, Canada",Coal Harbour,West End,49.2884,-123.12755,Private Apartment,Entire home/apt,2,1,1,$118.00,340
31339164.0,,Renfrew-Collingwood,Renfrew-Collingwood,49.24117,-123.02709,Private Room,Private room,2,1,2,$100.00,17
31388423.0,"Vancouver, Canada",,Mount Pleasant,49.26017,-123.09725,Private Apartment,Entire home/apt,3,1,2,$123.00,44
31419801.0,"Vancouver, Canada",Arbutus Ridge,Arbutus Ridge,49.24687,-123.16086,Private Room,Private room,2,1,1,$67.00,140
31444609.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27807,-123.12233,Private Apartment,Entire home/apt,2,1,1,$240.00,341
31444945.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27807,-123.12233,Private Apartment,Entire home/apt,2,1,1,$290.00,354
31444953.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.2780723571777,-123.122329711914,Private Apartment,Entire home/apt,4,1,2,$260.00,365
31445122.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27807,-123.12233,Private Apartment,Entire home/apt,4,1,1,$313.00,356
31445146.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.2780723571777,-123.122329711914,Private Apartment,Entire home/apt,4,1,2,$260.00,365
31489238.0,"Montreal, Canada",Renfrew-Collingwood,Renfrew-Collingwood,49.24089,-123.05802,Private Apartment,Entire home/apt,4,1,2,$95.00,286
31558615.0,"Vancouver, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,49.23486,-123.06865,Private Guest Suite,Entire home/apt,4,1,2,$100.00,280
31667932.0,"Langley, Canada",Yaletown,Downtown,49.27301,-123.12007,Private Apartment,Entire home/apt,5,1,3,$210.00,363
31758873.0,"Vancouver, Canada",Kitsilano,Kitsilano,49.27286,-123.1511,Private House,Entire home/apt,4,1,1,$293.00,245
31760440.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.28036,-123.12206,Private Apartment,Entire home/apt,3,1,1,$264.00,11
31799624.0,"North Vancouver, Canada",West End,West End,49.2901,-123.13296,Private House,Entire home/apt,2,1,1,$125.00,236
31800789.0,"North Vancouver, Canada",West End,West End,49.29161,-123.13427,Private House,Entire home/apt,2,1,1,$125.00,237
31806238.0,"Vancouver, Canada",West End,West End,49.28614,-123.1268,Private Apartment,Entire home/apt,4,2,2,$259.00,110
31808407.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27431,-123.12379,Private House,Entire home/apt,5,1,3,$170.00,167
31854395.0,,,Dunbar Southlands,49.23641,-123.19358,Private Guest Suite,Entire home/apt,4,1,2,$266.00,164
31909553.0,"Vancouver, Canada",Downtown Vancouver,Downtown,49.27772,-123.11118,Private Apartment,Entire home/apt,2,1,1,$106.00,54
