Longitude,Latitude
-123.040303,49.310559
-123.040973,49.313357
-123.074313,49.336461
-123.073504,49.31621
-123.070211,49.315255
-123.067295,49.313987
-123.065334,49.31354
-123.062738,49.313508
-123.059738,49.313474
-123.056138,49.313424
-123.053994,49.313391
-123.051379,49.313365
-123.048554,49.313317
-123.04582,49.313273
-123.043226,49.313256
-123.040448,49.312833
-123.040536,49.309616
-123.040574,49.308076
-123.036502,49.306303
-123.03147,49.305956
-123.106696,49.340899
-123.103816,49.338785
-123.101685,49.337217
-123.10019,49.336585
-123.094807,49.336538
-123.092783,49.336521
-123.087269,49.336512
-123.083972,49.336502
-123.081023,49.336493
-123.078425,49.336489
-123.100261,49.368348
-123.10193,49.366256
-123.103364,49.364055
-123.106787,49.357688
-123.105174,49.356151
-123.095092,49.352469
-123.101407,49.3379
-123.106332,49.357969
-123.028313,49.30514
-123.058095,49.313585
-123.103786,49.338965
-123.106891,49.33943
-123.11304,49.339563
-122.944373,49.226926
-122.945639,49.228016
-122.947832,49.229857
-122.949269,49.231053
-122.951667,49.233087
-122.955116,49.236222
-122.961484,49.239084
-122.965509,49.240068
-122.975377,49.245953
-122.978101,49.247632
-122.981263,49.249554
-122.985845,49.250067
-122.988923,49.252333
-122.989317,49.253824
-122.995126,49.254778
-122.9987,49.254764
-123.002423,49.25474
-122.914884,49.20405
-122.916599,49.205415
-122.918537,49.206953
-122.920043,49.208149
-122.922435,49.21006
-122.924296,49.21154
-122.925861,49.212786
-122.927874,49.21433
-122.930621,49.216422
-122.933888,49.218787
-122.935607,49.220067
-122.938077,49.221919
-122.939668,49.22316
-122.941774,49.224812
-122.972866,49.244602
-123.000711,49.266233
-122.912854,49.200879
-122.99977,49.266221
-123.001909,49.266536
-122.787433,49.016532
-122.784301,49.016527
-122.780833,49.016521
-122.779183,49.018631
-122.779172,49.020517
-122.779154,49.022218
-122.779144,49.024203
-122.779142,49.025949
-122.779111,49.027694
-122.779818,49.029277
-122.782374,49.029281
-122.785367,49.029283
-122.78777,49.02929
-122.790751,49.029303
-122.793181,49.029325
-122.798787,49.029368
-122.801045,49.029972
-122.86764,49.03091
-122.801052,49.032785
-122.867634,49.028902
-122.865876,49.027164
-122.863722,49.027146
-122.858912,49.026682
-122.853771,49.026842
-122.851296,49.026924
-122.848008,49.02702
-122.845857,49.027101
-122.839551,49.027334
-122.833913,49.027482
-122.830266,49.026623
-122.824792,49.026054
-122.822273,49.02544
-122.818651,49.024751
-122.815495,49.02419
-122.812699,49.023366
-122.810074,49.022583
-122.807476,49.021809
-122.803855,49.020745
-122.800901,49.019905
-122.798086,49.019036
-122.794239,49.017816
-122.789729,49.016529
-122.910938,49.222855
-122.908074,49.224437
-122.906318,49.225365
-122.902493,49.227389
-122.897841,49.229848
-122.895894,49.230861
-122.892139,49.231543
-122.889691,49.231517
-122.953131,49.200201
-122.951795,49.200902
-122.949878,49.201937
-122.947894,49.203012
-122.945705,49.204196
-122.943472,49.205399
-122.940277,49.207123
-122.936873,49.208968
-122.933713,49.210659
-122.93007,49.212641
-122.927079,49.214252
-122.923432,49.216164
-122.920951,49.217551
-122.917194,49.219576
-122.913517,49.221477
-122.773908,49.261177
-122.737912,49.285799
-122.798783,49.275171
-122.77371,49.265557
-122.776059,49.265534
-122.781495,49.262566
-122.7816,49.260806
-122.777747,49.260805
-122.776176,49.260943
-122.780661,49.262733
-122.781442,49.264587
-122.787861,49.265581
-122.791167,49.268102
-122.795196,49.268123
-122.737936,49.285709
-122.73814,49.282866
-122.738731,49.278102
-122.739269,49.273631
-122.740269,49.271301
-122.743446,49.271299
-122.748121,49.27128
-122.75363,49.271271
-122.756676,49.267482
-122.762047,49.267423
-122.767276,49.267061
-122.767266,49.265741
-122.768301,49.263833
-122.771539,49.265203
-122.779123,49.260938
-122.781672,49.260923
-122.781242,49.262588
-122.775585,49.265228
-122.771588,49.265106
-122.768818,49.263926
-122.767068,49.265367
-122.767071,49.267032
-122.763783,49.267336
-122.761244,49.26736
-122.755999,49.267675
-122.755185,49.271106
-122.748621,49.271159
-122.744239,49.271172
-122.740786,49.271165
-122.739035,49.274238
-122.738527,49.278726
-122.73836,49.28243
-122.796872,49.268018
-122.794351,49.268013
-122.790769,49.267485
-122.788478,49.26532
-122.78635,49.265735
-122.782897,49.263502
-122.780766,49.262592
-122.740475,49.285695
-122.77405,49.261337
-122.775157,49.271504
-122.774844,49.274171
-122.773661,49.276253
-122.773075,49.277901
-122.7689,49.285917
-122.767037,49.289882
-122.768961,49.29142
-122.770891,49.294363
-122.770477,49.294599
-122.763659,49.292971
-122.763205,49.291225
-122.762596,49.289214
-122.761655,49.286862
-122.761184,49.284276
-122.755902,49.28467
-122.752705,49.285674
-122.749593,49.285676
-122.744835,49.285687
-122.777781,49.265899
-122.775187,49.269579
-122.948853,49.199941
-122.882501,49.232967
-122.741302,49.285812
-122.745481,49.285776
-122.749986,49.285757
-122.752811,49.285784
-122.756103,49.284881
-122.756671,49.284335
-122.761575,49.284535
-122.761556,49.286891
-122.761539,49.288096
-122.763056,49.289635
-122.763042,49.291379
-122.763574,49.293152
-122.771055,49.292709
-122.768459,49.29107
-122.767205,49.288804
-122.768504,49.28674
-122.773254,49.278288
-122.773496,49.277128
-122.775046,49.274163
-122.775379,49.27075
-122.775442,49.268911
-122.777509,49.266588
-122.953061,49.217441
-122.95687,49.215402
-122.956469,49.215362
-122.953117,49.21723
-122.946536,49.221051
-122.944643,49.222058
-122.942772,49.223066
-122.940465,49.224262
-122.938131,49.225532
-122.935178,49.22488
-122.933399,49.22347
-122.931932,49.2223
-122.930355,49.221045
-122.929311,49.220226
-122.927334,49.218616
-122.923521,49.21558
-122.921848,49.21426
-122.918365,49.211481
-122.916355,49.209881
-122.914523,49.208404
-122.912514,49.20683
-122.911237,49.20583
-122.91014,49.204961
-122.908362,49.203027
-123.004742,49.227553
-122.965219,49.21857
-122.96918,49.219402
-122.972775,49.22019
-122.975622,49.220876
-122.979991,49.222234
-122.983473,49.223352
-122.985507,49.224004
-122.989612,49.22532
-122.992052,49.22612
-122.995117,49.227162
-122.996794,49.227685
-122.999701,49.228641
-123.003381,49.229087
-123.004879,49.227719
-122.908167,49.2036
-122.911237,49.206053
-122.912859,49.207323
-122.914819,49.208885
-122.916799,49.210453
-122.91875,49.212011
-122.922132,49.214699
-122.924263,49.216369
-122.927942,49.21933
-122.92926,49.220388
-122.930735,49.221551
-122.932337,49.222827
-122.934009,49.224154
-122.934996,49.224944
-122.938563,49.225462
-122.941552,49.223877
-122.943044,49.223071
-122.945452,49.221793
-122.947513,49.220694
-122.950508,49.219094
-122.953151,49.218479
-122.957951,49.218534
-122.961423,49.218539
-122.920751,49.213612
-122.958287,49.21203
-122.913534,49.201378
-122.943012,49.225563
-122.940418,49.22343
-122.939172,49.222564
-122.937664,49.221405
-122.935427,49.219738
-122.933166,49.218044
-122.931134,49.216549
-122.927156,49.213493
-122.925348,49.212079
-122.922026,49.209506
-122.920024,49.207914
-122.918198,49.206464
-122.916192,49.204868
-122.914964,49.203882
-123.003568,49.254506
-122.997558,49.254571
-122.992774,49.254305
-122.989141,49.252216
-122.985898,49.249929
-122.978665,49.247739
-122.974251,49.245155
-122.9723,49.243978
-122.970154,49.24267
-122.963822,49.239512
-122.959861,49.238484
-122.956115,49.236788
-122.953988,49.23487
-122.950937,49.232237
-122.948543,49.230216
-122.946882,49.228802
-122.944918,49.227189
-122.912181,49.200991
-122.958484,49.21197
-122.919958,49.21275
-122.801296,49.030718
-122.866103,49.033024
-122.911869,49.201347
-122.974395,49.244496
-122.973406,49.243261
-122.930936,49.212306
-122.934041,49.210641
-122.937612,49.208696
-122.940985,49.206853
-122.944426,49.205022
-122.946466,49.203929
-122.94876,49.202693
-122.950427,49.201793
-122.952507,49.200666
-122.94971,49.199856
-122.88683,49.231649
-122.890599,49.231653
-122.893814,49.231798
-122.896592,49.230647
-122.899262,49.229236
-122.901597,49.228005
-122.904951,49.226228
-122.906997,49.22515
-122.908979,49.224097
-122.912957,49.222006
-122.918227,49.219151
-122.921704,49.217283
-122.924286,49.215907
-122.92809,49.213831
-123.14034,49.262724
-123.137941,49.263504
-123.126873,49.263319
-123.098055,49.262719
-123.024843,49.265467
-123.185239,49.264278
-123.126515,49.262657
-123.067725,49.262833
-123.027828,49.263759
-123.140148,49.263506
-123.13554,49.26347
-123.130979,49.263381
-123.123647,49.263269
-123.121293,49.26323
-123.119257,49.263205
-123.113352,49.263084
-123.10905,49.26302
-123.104471,49.262911
-123.101345,49.262831
-123.095524,49.262454
-123.092514,49.262402
-123.084744,49.262351
-123.080869,49.262322
-123.076797,49.262269
-123.073194,49.262258
-123.065398,49.262171
-123.061609,49.262171
-123.057623,49.26213
-123.049151,49.261917
-123.046541,49.261906
-123.039755,49.261793
-123.037407,49.261818
-123.181429,49.264225
-123.17742,49.264155
-123.173572,49.264095
-123.170799,49.264061
-123.164293,49.263906
-123.16196,49.263904
-123.157195,49.263809
-123.153286,49.263733
-123.149974,49.263702
-123.145163,49.263611
-122.925813,49.21509
-123.091,49.22148
-123.091056,49.219642
-123.091092,49.217937
-123.091124,49.216234
-123.091155,49.214571
-123.091181,49.212749
-123.091192,49.212309
-123.091218,49.211508
-123.109649,49.283765
-123.10606,49.282714
-123.100004,49.282234
-123.099812,49.28081
-123.099912,49.279034
-123.100141,49.274506
-123.100189,49.273072
-123.100821,49.270621
-123.100898,49.268688
-123.100973,49.266106
-123.100514,49.263824
-123.089232,49.262021
-123.089275,49.26032
-123.089284,49.258479
-123.090058,49.25611
-123.090108,49.253869
-123.090186,49.25162
-123.090246,49.249808
-123.090273,49.248306
-123.090308,49.246305
-123.090388,49.244247
-123.090417,49.242261
-123.090476,49.239976
-123.090514,49.238045
-123.090613,49.236049
-123.090651,49.234521
-123.090705,49.232478
-123.090713,49.230719
-123.090762,49.228897
-123.090813,49.227099
-123.090918,49.225133
-123.090958,49.223292
-123.127716,49.248653
-123.127793,49.245988
-123.127861,49.244095
-123.12796,49.241077
-123.128102,49.237306
-123.128188,49.234887
-123.128278,49.231779
-123.128376,49.229046
-123.128478,49.22616
-123.128545,49.223665
-123.128635,49.221231
-123.128765,49.218926
-123.129581,49.216857
-123.130177,49.214689
-123.130241,49.212739
-123.130325,49.21048
-123.130386,49.208654
-123.112358,49.282963
-123.110618,49.281799
-123.113635,49.279172
-123.115404,49.277999
-123.117735,49.275793
-123.114995,49.264564
-123.118098,49.26336
-123.120227,49.263401
-123.122318,49.263433
-123.126817,49.260309
-123.126896,49.258518
-123.127351,49.256751
-123.127471,49.254123
-123.12759,49.251423
-123.119551,49.28128
-123.114622,49.264648
-123.114934,49.276112
-123.1248,49.207049
-123.128497,49.205921
-123.130146,49.207164
-123.13011,49.208777
-123.130033,49.211074
-123.129963,49.213261
-123.129909,49.214711
-123.129005,49.217412
-123.128433,49.219518
-123.128353,49.221798
-123.12832,49.22304
-123.128254,49.225002
-123.128159,49.226867
-123.128098,49.229544
-123.128003,49.232346
-123.127934,49.23366
-123.12785,49.237021
-123.12777,49.239259
-123.12769,49.241748
-123.127493,49.244894
-123.12749,49.247506
-123.127357,49.249632
-123.127311,49.251967
-123.127236,49.253935
-123.127109,49.256575
-123.126632,49.259126
-123.126566,49.260924
-123.099363,49.281426
-123.105366,49.281733
-123.108043,49.282221
-123.065738,49.220662
-123.065653,49.223425
-123.065603,49.225458
-123.065556,49.227465
-123.065483,49.229847
-123.065432,49.231503
-123.065348,49.234784
-123.065307,49.236203
-123.065288,49.237698
-123.065188,49.24032
-123.065138,49.241893
-123.065039,49.244828
-123.064952,49.247959
-123.064898,49.250596
-123.066572,49.253274
-123.068394,49.254682
-123.069745,49.258015
-123.069673,49.259948
-123.069596,49.265331
-123.06953,49.268043
-123.069518,49.269918
-123.069481,49.271608
-123.06943,49.273323
-123.069418,49.275134
-123.069433,49.277014
-123.070346,49.278704
-123.070272,49.280571
-123.074606,49.281378
-123.077888,49.281445
-123.081789,49.281111
-123.085249,49.281155
-123.087667,49.2812
-123.092019,49.281282
-123.093904,49.281321
-123.095847,49.281356
-123.065964,49.212765
-123.065913,49.214832
-123.065874,49.21691
-123.065832,49.218398
-123.101502,49.23802
-123.101314,49.241308
-123.101232,49.243554
-123.101101,49.245968
-123.100935,49.249053
-123.100866,49.251452
-123.100763,49.253226
-123.100984,49.255006
-123.101068,49.256943
-123.100989,49.258782
-123.100888,49.260528
-123.100685,49.265339
-123.100662,49.266719
-123.100505,49.269455
-123.100432,49.270803
-123.099831,49.273395
-123.099748,49.275321
-123.099607,49.278968
-123.100775,49.281455
-123.11157,49.283926
-123.109277,49.212198
-123.106006,49.21214
-123.102035,49.211565
-123.101909,49.214623
-123.101819,49.217015
-123.10174,49.218788
-123.101649,49.22134
-123.101593,49.223638
-123.10147,49.225975
-123.101386,49.228719
-123.101306,49.231454
-123.101505,49.235734
-123.101394,49.233445
-123.100792,49.263233
-123.112023,49.28514
-123.101393,49.211021
-123.101194,49.248466
