YEAR,TYPE,POSTAL_CODE,Cordinates
2016,Museum/Gallery,V6H 3G1,"49.2654685, -123.1389124"
2016,Community Space,V5T 1Z4,"49.2617605, -123.1021053"
2016,Theatre/Performance,V6R 2K5,"49.272369, -123.202893"
2016,Cafe/Restaurant/Bar,V5T 3E5,"49.2623554, -123.1014219"
2016,Museum/Gallery,V6A 4J1,"49.2810651, -123.1017894"
2016,Museum/Gallery,V6J 1H2,"49.2696829, -123.1406592"
2016,Museum/Gallery,V5T 0B4,"49.2646046, -123.0992862"
2016,Museum/Gallery,V6H 3G5,"49.264079, -123.1386272"
2016,Studio/Rehearsal,V6A 3P2,"49.276097, -123.07867"
2016,Community Space,V5X 3Z4,"49.215192, -123.087343"
2016,Studio/Rehearsal,V6H 3R7,"49.269841, -123.134665"
2016,Museum/Gallery,V5V 1M1,"49.252773, -123.10056"
2016,Cafe/Restaurant/Bar,V5T 1W4,"49.2631703, -123.1001783"
2016,Theatre/Performance,V6G 3L2,"49.2913154, -123.1295134"
2016,Community Space,V5Z 3G9,"49.229111, -123.117654"
2016,Community Space,V5K 5J1,"49.282263, -123.042992"
2016,Cafe/Restaurant/Bar,V5L 2H2,"49.2766423, -123.0704947"
2016,Community Space,V6B 5N6,"49.27994, -123.113393"
2016,Studio/Rehearsal,V6A 1R8,"49.2811222, -123.0859896"
2016,Community Space,V6Z 2W3,"49.273308, -123.121747"
2016,Community Space,6M  2J2,"49.2309378, -123.1585257"
2016,Studio/Rehearsal,V6B 2G6,"49.277084, -123.125738"
2016,Studio/Rehearsal,V6B 2G6,"49.277074, -123.125727"
2016,Studio/Rehearsal,V5Y 1M8,"49.2640305, -123.1057281"
2016,Museum/Gallery,V6B 1A1,"49.2837331, -123.105348"
2016,Studio/Rehearsal,V6A 2K5,"49.2739359, -123.083385"
2016,Museum/Gallery,V6B 0B2,"49.2841655, -123.1119735"
2016,Studio/Rehearsal,V6H 3R5,"49.271656, -123.134975"
2016,Studio/Rehearsal,V5L 5C9,"49.284217, -123.069973"
2016,Cafe/Restaurant/Bar,V6A 2Z6,"49.2796914, -123.0975156"
2016,Theatre/Performance,V6A 1C2,"49.284153, -123.099046"
2016,Educational,V5X 2R5,"49.2113805, -123.1125632"
2016,Studio/Rehearsal,"er, BC,","49.2064027, -123.1179859"
2016,Studio/Rehearsal,V6J 1S1,"49.2655999, -123.140093"
2016,Theatre/Performance,V6Z 1L3,"49.2800125, -123.1224555"
2016,Museum/Gallery,V6A 1B5,"49.2839469, -123.1010921"
2016,Community Space,V5N 4M4,"49.255325, -123.065438"
2016,Educational,V6T 1Z2,"49.267358, -123.256757"
2016,Community Space,V6T 1Z3,"49.2612385, -123.2413205"
2016,Community Space,V5L 1S6,"49.281143, -123.071798"
2016,Museum/Gallery,V6M 4H1,"49.238472, -123.128627"
2016,Theatre/Performance,V6B 3M7,"49.276974, -123.124732"
2016,Community Space,V5N 4P3,"49.2406492, -123.0657006"
2016,Studio/Rehearsal,V5L 1K6,"49.2841727, -123.0652956"
2016,Studio/Rehearsal,V6A 4J1,"49.281763, -123.102125"
2016,Theatre/Performance,V5L 2H6,"49.276674, -123.065797"
2016,Theatre/Performance,V5L 2H6,"49.276676, -123.065816"
2016,Museum/Gallery,V6J 1A3,"49.277465, -123.147587"
2016,Theatre/Performance,V6B 6A1,"49.2808, -123.112328"
2016,Museum/Gallery,V6B 6B1,"49.2804357, -123.1151119"
2016,Theatre/Performance,V6B 3L4,"49.280207, -123.119792"
2016,Community Space,V6J 3J9,"49.276777, -123.146124"
2016,Cafe/Restaurant/Bar,V6Z 1K7,"49.2805411, -123.1211246"
2016,Educational,V6A 1E1,"49.2844372, -123.0915178"
2016,Studio/Rehearsal,V5M 3G9,"49.2608061, -123.0470996"
2016,Museum/Gallery,V5T 1A6,"49.2689553, -123.0984496"
2016,Theatre/Performance,V5L 2E2,"49.2772414, -123.0660915"
2016,Studio/Rehearsal,V6A 1R8,"49.2811097, -123.0853822"
2015,Studio/Rehearsal,V6A 1Z7,"49.278453, -123.098829"
2015,Museum/Gallery,"er, BC,","49.2639124, -123.2549451"
2015,Café/Restaurant/Bar,V6H 3R9,"49.272102, -123.134363"
2015,Studio/Rehearsal,V6H 3R7,"49.2700047, -123.1347122"
2015,Educational,V5T 1M4,"49.2648965, -123.1033467"
2015,Museum/Gallery,V5T 1V9,"49.262669, -123.102505"
2015,Museum/Gallery,V6A 4L4,"49.2758184, -123.1000334"
2015,Community Space,V6B 4Y8,"49.276156, -123.110433"
2015,Museum/Gallery,V6C 2G3,"49.284308, -123.119819"
2015,Café/Restaurant/Bar,V5T 0A9,"49.2603045, -123.0962422"
2015,Studio/Rehearsal,V5Y 1A4,"49.2702275, -123.108535"
2015,Community Space,V5L 4X4,"49.2756486, -123.0737717"
2015,Community Space,V6J 2M3,"49.2574655, -123.1468654"
2015,Educational,V5T 1E2,"49.267044, -123.089605"
2015,Theatre/Performance,V6T 1Z1,"49.269523, -123.255108"
2015,Community Space,V6C 2L1,"49.2844929, -123.1203334"
2015,Museum/Gallery,V6H 3S2,"49.272369, -123.135541"
2015,Studio/Rehearsal,V5T 4S2,"49.2670319, -123.0990734"
2015,Café/Restaurant/Bar,V6Z 1K3,"49.2806189, -123.1208909"
2015,Museum/Gallery,V6B 6R5,"49.278238, -123.121183"
2015,Museum/Gallery,V6H 3R8,"49.269837, -123.13479"
2015,Community Space,V6A 3Z7,"49.274159, -123.10319"
2015,Community Space,V5N 4E4,"49.255421, -123.06845"
2015,Educational,V6P 5Y7,"49.207191, -123.1230434"
2015,Community Space,V6Z 2V1,"49.2724252, -123.1241736"
2015,Theatre/Performance,V6T 1Z2,"49.2643788, -123.2543722"
2015,Museum/Gallery,V6H 3G4,"49.2648423, -123.1385998"
2015,Museum/Gallery,V6J 1R2,"49.2661804, -123.1399725"
2015,Community Space,V6S 2H2,"49.2428154263277, -123.188251960704"
2015,Museum/Gallery,V6H 3S2,"49.2721848, -123.1353489"
2015,Museum/Gallery,V5T 1J4,"49.2653017, -123.1040486"
2015,Museum/Gallery,V6H 3W7,"49.2710507, -123.136077"
2015,Studio/Rehearsal,V6N 1A3,"49.2341311, -123.1641351"
2015,Community Space,V6H 3R8,"49.269397070325, -123.134020271425"
2015,Café/Restaurant/Bar,V5T 3C9,"49.2642396, -123.1014108"
2015,Theatre/Performance,V6T 1Z2,"49.268215, -123.2572691"
2015,Museum/Gallery,V6J 1K7,"49.2689012, -123.1438197"
2015,Museum/Gallery,V6J 3J9,"49.276261, -123.144436"
2015,Community Space,V6G 2A7,"49.2856642, -123.1337018"
2015,Studio/Rehearsal,V5A 2P2,"49.270087, -123.098432"
2015,Community Space,V5K 2A3,"49.280678, -123.039369"
2015,Museum/Gallery,V6R 3P3,"49.272817, -123.185988"
2015,Museum/Gallery,V5L 3X4,"49.273662, -123.069421"
2015,Community Space,V5Y 2M4,"49.2416922650002, -123.104291617649"
2015,Museum/Gallery,V6B 1A7,"49.2844721, -123.1081528"
2015,Museum/Gallery,V6H 4H7,"49.2661646, -123.1383868"
2015,Museum/Gallery,V6B 2M9,"49.2842455, -123.1088083"
2015,Museum/Gallery, V5T1J5,"49.2652632, -123.1019214"
2015,Museum/Gallery,V6B 2W9,"49.2766268, -123.1211143"
2015,Theatre/Performance,V6R 2K5,"49.272369, -123.202893"
2015,Community Space,V5N 4L9,"49.25716, -123.06391"
2015,Café/Restaurant/Bar,V5T 3E5,"49.2623554, -123.1014219"
2015,Studio/Rehearsal,V5Y 1L6,"49.2644359, -123.106533"
2015,Community Space,V5P 3A2,"49.2384815559383, -123.075480182997"
2015,Community Space,V6M 3W9,"49.2331853554205, -123.157092907213"
2015,Community Space,V6K 1B7,"49.2725956, -123.1573621"
2015,Community Space,V6K 4K9,"49.2620553391672, -123.160105613733"
2015,Studio/Rehearsal, V6A1M3,"49.2818014, -123.087695"
2015,Studio/Rehearsal,V6E 2C7,"49.283306, -123.134145"
2015,Café/Restaurant/Bar,V6B 2P1,"49.2794398, -123.1131599"
2015,Theatre/Performance,V6P 5Z9,"49.20363, -123.1375815"
2015,Community Space,V5X 3Z4,"49.215192, -123.087343"
2015,Studio/Rehearsal,V5X 3Z4,"49.215253, -123.087095"
2015,Community Space,V5T 3H7,"49.2641411, -123.1000824"
2015,Museum/Gallery,V6J 3J9,"49.276365, -123.144897"
2015,Studio/Rehearsal,V6H 3R7,"49.269841, -123.134665"
2015,Studio/Rehearsal,V6A 1G5,"49.2833651, -123.0957216"
2015,Studio/Rehearsal,V6A 3T8,"49.2689417, -123.0788058"
2015,Museum/Gallery,V6B 2R1,"49.281406, -123.112094"
2015,Theatre/Performance,V6B 5G1,"49.2803528, -123.1194108"
2015,Theatre/Performance,V6B 5G1,"49.279881, -123.12051"
2015,Café/Restaurant/Bar,V6H 3J8,"49.258518, -123.1386441"
2015,Theatre/Performance,V6H 1M8,"49.2607195, -123.1372216"
2015,Studio/Rehearsal,V5L 1M5,"49.2830062, -123.0656267"
2015,Museum/Gallery,V6J 1R2,"49.2652275, -123.0917358"
2015,Educational,V5K 5J1,"49.281965, -123.041812"
2015,Community Space,V5V 4E6,"49.2491288, -123.0902312"
2015,Studio/Rehearsal,V5L 2P7,"49.2737909, -123.0752583"
2015,Café/Restaurant/Bar,V5L 2H2,"49.2766423, -123.0704947"
2015,Community Space,V6B 5N6,"49.27994, -123.113393"
2015,Community Space,V6A 3T1,"49.2807361611339, -123.084089333259"
2015,Studio/Rehearsal,V6A 1R8,"49.2811222, -123.0859896"
2015,Museum/Gallery,V6A 1S9,"49.2806995, -123.1031317"
2015,Theatre/Performance,V6A 1P1,"49.281272, -123.0983094"
2015,Theatre/Performance,V5N 1W1,"49.2620042, -123.0704852"
2015,Educational,V5T 1M6,"49.264581, -123.101954"
2015,Theatre/Performance,V6B 2G6,"49.277065, -123.125711"
2015,Studio/Rehearsal,V5Y 1M8,"49.2640305, -123.1057281"
2015,Community Space,V6A 1L4,"49.2825039, -123.0971846"
2015,Community Space,V6A 3V8,"49.279779792626, -123.091546208357"
2015,Studio/Rehearsal,V6H 3R8,"49.269883, -123.135137"
2015,Community Space,V6P 4J6,"49.2047023, -123.1338135"
2015,Café/Restaurant/Bar,V5N 4A9,"49.266022, -123.0698073"
2015,Studio/Rehearsal,V5Y 1J5,"49.2665809, -123.1112172"
2015,Café/Restaurant/Bar,V6A 2Z6,"49.2796914, -123.0975156"
2015,Community Space,V6B 1T3,"49.2822111, -123.1117385"
2015,Theatre/Performance,V6Z 1L3,"49.2800125, -123.1224555"
2015,Museum/Gallery,V6J 1L6,"49.267975, -123.139461"
2015,Museum/Gallery,V6T 1Z2,"49.26907, -123.259174"
2015,Community Space,V6T 1Z3,"49.2612385, -123.2413205"
2015,Museum/Gallery,V6A 1T7,"49.280103, -123.098813"
2015,Museum/Gallery,V6H 3E9,"49.2666423, -123.1388698"
2015,Studio/Rehearsal,V6A 1Z5,"49.279451, -123.0779834"
2015,Community Space,V5L 1S9,"49.2813439, -123.0724904"
2015,Museum/Gallery,V6A 1Z7,"49.278453, -123.098757"
2015,Studio/Rehearsal,V5Z 2G9,"49.2476977, -123.1248217"
2015,Community Space,V5N 4P3,"49.2406492, -123.0657006"
2015,Community Space,"ver, BC","49.283113, -123.119848"
2015,Museum/Gallery,V6E 0A8,"49.286205, -123.124298"
2015,Studio/Rehearsal,V5Y 1K6,"49.2655855, -123.1075911"
2015,Theatre/Performance,V5L 2H6,"49.276674, -123.065797"
2015,Museum/Gallery,V5Z 2N7,"49.233442, -123.126013"
2015,Museum/Gallery,V6J 1A3,"49.277465, -123.147587"
2015,Educational,V5Y 1L6,"49.2647093, -123.1053882"
2015,Theatre/Performance,V6B 6A1,"49.2808, -123.112328"
2015,Educational,V6B 3L4,"49.280221, -123.119768"
2015,Theatre/Performance,V6Z 1L2,"49.2799671, -123.1218259"
2015,Community Space,V6Z 2R9,"49.2801175, -123.1265368"
2015,Studio/Rehearsal,V6J 1R1,"49.266238, -123.1401944"
2015,Theatre/Performance,V5T 1S1,"49.263894, -123.098716"
2015,Museum/Gallery,V5T 1A6,"49.2689553, -123.0984496"
2015,Theatre/Performance,V5L 2W2,"49.2786795, -123.0707458"
2014,Museum/Gallery,V6Z 1N9,"49.2803099, -123.1228359"
2014,Museum/Gallery,V6B 2N5,"49.2817199, -123.1095005"
2014,Theatre/Performance,V5Y 1A4,"49.270223, -123.108576"
2014,Café/Restaurant/Bar,V6H 3R9,"49.272102, -123.134363"
2014,Theatre/Performance,V6H 3R9,"49.272124, -123.134362"
2014,Studio/Rehearsal,V6H 3R7,"49.2700047, -123.1347122"
2014,Educational,V6H 3R8,"49.269611, -123.133395"
2014,Museum/Gallery,V6B 3A7,"49.2799985, -123.1179808"
2014,Theatre/Performance,V5L 2H3,"49.2769146, -123.0698555"
2014,Studio/Rehearsal,V5T 1V9,"49.2626666, -123.102565"
2014,Museum/Gallery,V6H 3J9,"49.258496, -123.1391799"
2014,Community Space,V6B 4Y8,"49.276156, -123.110433"
2014,Museum/Gallery,V6B 4Y8,"49.27619, -123.110438"
2014,Museum/Gallery,V6T 1Z4,"49.2634318, -123.251485"
2014,Café/Restaurant/Bar,V5T 0A9,"49.2603045, -123.0962422"
2014,Studio/Rehearsal,V5Y 1M7,"49.263547, -123.105751"
2014,Community Space,V5L 4X4,"49.2756486, -123.0737717"
2014,Studio/Rehearsal,V6G 1Z4,"49.2912065, -123.0519037"
2014,Café/Restaurant/Bar,V5N 4B2,"49.2659754, -123.0693229"
2014,Community Space,V6J 2M3,"49.2574655, -123.1468654"
2014,Museum/Gallery,V6Z 1B7,"49.278055, -123.127484"
2014,Theatre/Performance,V6A 2T7,"49.281052, -123.1001272"
2014,Museum/Gallery,V5T 1A6,"49.2687198, -123.0980394"
2014,Community Space,V5S 4C6,"49.2144480624969, -123.032066348148"
2014,Community Space,V6A 3V6,"49.280315, -123.1032"
2014,Studio/Rehearsal,V6Z 2L7,"49.278543, -123.126284"
2014,Museum/Gallery,V6B 1B6,"49.2843539, -123.109198"
2014,Community Space,V5R 6C9,"49.2366135, -123.0328014"
2014,Café/Restaurant/Bar,V6Z 1K3,"49.2806189, -123.1208909"
2014,Community Space,V5Y 0B1,"49.2717878, -123.1057142"
2014,Community Space,V6A 3V6,"49.280254, -123.103387"
2014,Theatre/Performance,V6B 1H4,"49.282364, -123.108528"
2014,Theatre/Performance,V6T 1Z2,"49.2643788, -123.2543722"
2014,Community Space,V6S 2H2,"49.2428154263277, -123.188251960704"
2014,Museum/Gallery,V6H 3S2,"49.2721848, -123.1353489"
2014,Museum/Gallery,V6H 3W7,"49.2710507, -123.136077"
2014,Studio/Rehearsal,V6A 1M4,"49.2817549, -123.0854969"
2014,Studio/Rehearsal,V5T 1S1,"49.263935, -123.098697"
2014,Café/Restaurant/Bar,V6A 2W1,"49.2762334, -123.0997603"
2014,Studio/Rehearsal,V6N 1A3,"49.2341311, -123.1641351"
2014,Theatre/Performance,V6Z 1L2,"49.2784977, -123.1235587"
2014,Museum/Gallery,V6H 4B7,"49.269582, -123.13225"
2014,Theatre/Performance,V6A 1T5,"49.2806621, -123.1008605"
2014,Theatre/Performance,V6T 1Z2,"49.268215, -123.2572691"
2014,Museum/Gallery,V6H 3R7,"49.270046, -123.134283"
2014,Museum/Gallery,V6N 1N4,"49.2813343, -123.101858"
2014,Educational,V6B 1H4,"49.28243, -123.108696"
2014,Museum/Gallery,V6H 3S6,"49.270213, -123.134769"
2014,Studio/Rehearsal,V5R 0B6,"49.234069, -123.038613"
2014,Museum/Gallery,V6J 3J9,"49.276361, -123.144299"
2014,Studio/Rehearsal,V6Z 1L3,"49.2799092, -123.1221484"
2014,Museum/Gallery,V6R 3P3,"49.272817, -123.185988"
2014,Museum/Gallery,V5L 3X4,"49.273662, -123.069421"
2014,Museum/Gallery,V6H 3G1,"49.2654685, -123.1389124"
2014,Community Space,V5T 3G7,"49.257332, -123.100944"
2014,Community Space,V5Y 2M4,"49.2416922650002, -123.104291617649"
2014,Theatre/Performance,V6H 3S4,"49.270764, -123.136248"
2014,Community Space,V6R 1B5,"49.2711948, -123.1912389"
2014,Community Space,V5Z 2N7,"49.233444, -123.125991"
2014,Community Space,V5N 4L9,"49.25716, -123.06391"
2014,Café/Restaurant/Bar,V5T 3E5,"49.2623554, -123.1014219"
2014,Community Space,V6M 3W9,"49.2331853554205, -123.157092907213"
2014,Educational,V5Y 2Z6,"49.225191, -123.108305"
2014,Museum/Gallery,V6J 1H2,"49.2696829, -123.1406592"
2014,Museum/Gallery,V5V 2G8,"49.2480158, -123.1014023"
2014,Community Space,"er, BC,","49.302981, -123.131707"
2014,Studio/Rehearsal,"er, BC,","49.2623075, -123.0997391"
2014,Theatre/Performance,V6G 3E2,"49.298848, -123.133438"
2014,Community Space,V6P 1X9,"49.2144740996897, -123.127481913823"
2014,Studio/Rehearsal,"er, BC,","49.2680825, -123.1786705"
2014,Café/Restaurant/Bar,V6B 2P1,"49.2794398, -123.1131599"
2014,Studio/Rehearsal,V6A 3P2,"49.276097, -123.07867"
2014,Studio/Rehearsal,V6P 4B7,"49.203966, -123.1300261"
2014,Studio/Rehearsal,V5X 3Z4,"49.215253, -123.087095"
2014,Museum/Gallery,V5T 1E1,"49.26761, -123.0921743"
2014,Museum/Gallery,V6J 3J9,"49.276365, -123.144897"
2014,Studio/Rehearsal,V6H 3R7,"49.269841, -123.134665"
2014,Museum/Gallery,V5V 1M1,"49.252773, -123.10056"
2014,Museum/Gallery,V6B 2R1,"49.281406, -123.112094"
2014,Theatre/Performance,V6Z 2L7,"49.278552, -123.12627"
2014,Theatre/Performance,V6G 3L2,"49.2913154, -123.1295134"
2014,Café/Restaurant/Bar,V6A 1P6,"49.2815471, -123.0952046"
2014,Museum/Gallery,V6J 1R2,"49.2652275, -123.0917358"
2014,Community Space,V5K 5J1,"49.282263, -123.042992"
2014,Educational,V5K 5J1,"49.281965, -123.041812"
2014,Community Space,V5K 3N7,"49.285856, -123.042747"
2014,Community Space,V5V 4E6,"49.2491288, -123.0902312"
2014,Café/Restaurant/Bar,V5L 1J2,"49.284993, -123.0650265"
2014,Studio/Rehearsal,V5L 2P7,"49.2737909, -123.0752583"
2014,Café/Restaurant/Bar,V5L 2H2,"49.2766423, -123.0704947"
2014,Theatre/Performance,V6B 5N6,"49.28046, -123.113401"
2014,Community Space,V6B 5N6,"49.27994, -123.113393"
2014,Café/Restaurant/Bar,V6B 1Y4,"49.2828775, -123.1151754"
2014,Café/Restaurant/Bar,V6B 2R9,"49.2764562, -123.1202261"
2014,Studio/Rehearsal,V5T 1B4,"49.2692732, -123.1017261"
2014,Museum/Gallery,V6A 1S9,"49.2806995, -123.1031317"
2014,Theatre/Performance,V6A 1P1,"49.281272, -123.0983094"
2014,Museum/Gallery,V6G 1J6,"49.286863, -123.132187"
2014,Community Space,6M  2J2,"49.2309378, -123.1585257"
2014,Community Space,V6P 4N2,"49.204487, -123.134666"
2014,Studio/Rehearsal,"er, BC,","49.2695868, -123.0965625"
2014,Studio/Rehearsal,V5R 1V6,"49.244559, -123.0483891"
2014,Studio/Rehearsal,V5Y 1M8,"49.2640305, -123.1057281"
2014,Museum/Gallery,V6B 1A1,"49.2837331, -123.105348"
2014,Community Space,V6E 1H8,"49.2815242, -123.1266077"
2014,Café/Restaurant/Bar,V6C 1V4,"49.2849231, -123.1143101"
2014,Museum/Gallery,V6T 1Z2,"49.26907, -123.259174"
2014,Educational,V6T 1Z2,"49.267358, -123.256757"
2014,Community Space,V6T 1Z3,"49.2612385, -123.2413205"
2014,Community Space,"er, BC,","49.283113, -123.119848"
2014,Theatre/Performance,V6B 3M7,"49.276974, -123.124732"
2014,Museum/Gallery,V6A 1Z7,"49.278453, -123.098757"
2014,Studio/Rehearsal,V6A 4J1,"49.281763, -123.102125"
2014,Theatre/Performance,V5L 2H6,"49.276676, -123.065816"
2014,Educational,V5Y 1L6,"49.2647093, -123.1053882"
2014,Museum/Gallery,V6A 1L3,"49.282247, -123.0987999"
2014,Museum/Gallery,V6B 6B1,"49.2804357, -123.1151119"
2014,Café/Restaurant/Bar,V6Z 1K7,"49.2805411, -123.1211246"
2014,Theatre/Performance,V6H 3R7,"49.270119, -123.135508"
2014,Studio/Rehearsal,V5T 1S1,"49.2639078, -123.0986899"
2014,Museum/Gallery,V5T 1S1,"49.263916, -123.098654"
2014,Theatre/Performance,V5T 1S1,"49.263894, -123.098716"
2014,Theatre/Performance,V6B 1H4,"49.282541, -123.107579"
2014,Studio/Rehearsal,V6A 1R8,"49.2811097, -123.0853822"
2020,Other,V6R 1K4,"49.27166, -123.204791"
2020,Museum/Gallery,V6Z 2H2,"49.2800409, -123.1249139"
2020,Theatre/Performance,V6H 3J3,"49.261346, -123.1382118"
2020,Educational,V6H 3R8,"49.269611, -123.133395"
2020,Community Space,V5Y 1P3,"49.263012, -123.107317"
2020,Studio/Rehearsal,V5L 2X5,"49.2714597, -123.0768205"
2020,Studio/Rehearsal,V5T 1A6,"49.268909, -123.098404"
2020,Museum/Gallery,V6B 4Y8,"49.27619, -123.110438"
2020,Museum/Gallery,V6T 1Z4,"49.2634318, -123.251485"
2020,Studio/Rehearsal,V5L 1V4,"49.2810383, -123.0611039"
2020,Other,V6K 2G8,"49.262712, -123.101241"
2020,Studio/Rehearsal,V5Y 1A4,"49.2702275, -123.108535"
2020,Museum/Gallery,V6A 1X5,"49.2791925, -123.0979982"
2020,Studio/Rehearsal,V6H 3R7,"49.270336, -123.13523"
2020,Museum/Gallery,V6A 1M6,"49.2687198, -123.0980394"
2020,Community Space,V6B 2R5,"49.279299, -123.114669"
2020,Community Space,V6G 3E2,"49.293772, -123.148518"
2020,Community Space,V5S 4C6,"49.2144480624969, -123.032066348148"
2020,Theatre/Performance,V6T 1Z1,"49.269523, -123.255108"
2020,Theatre/Performance,V6T 1Z1,"49.269523, -123.255108"
2020,Studio/Rehearsal,V6A 2T9,"49.279979, -123.099277"
2020,Cafe/Restaurant/Bar,V6Z 1K3,"49.2806189, -123.1208909"
2020,Museum/Gallery,V6B 6R5,"49.278238, -123.121183"
2020,Studio/Rehearsal,V6A 1C2,"49.2841198, -123.0985607"
2020,Cafe/Restaurant/Bar,V5V 3R3,"49.2448437, -123.1012058"
2020,Community Space,V5N 4E4,"49.255421, -123.06845"
2020,Community Space,V6Z 2V1,"49.2724252, -123.1241736"
2020,Community Space,V5Z 1Z8,"49.2529172469768, -123.121277422182"
2020,Museum/Gallery,V6H 3G4,"49.2648423, -123.1385998"
2020,Museum/Gallery,V6B 5K2,"49.279983, -123.104168"
2020,Community Space,V6S 2H2,"49.2428154263277, -123.188251960704"
2020,Museum/Gallery,V5T 1J4,"49.2653017, -123.1040486"
2020,Studio/Rehearsal,V6A 1M4,"49.2817549, -123.0854969"
2020,Studio/Rehearsal,V5T 1E1,"49.267352, -123.092662"
2020,Museum/Gallery,V5T 1A6,"49.268958, -123.098404"
2020,Educational,V5T 0H2,"49.267591, -123.092526"
2020,Theatre/Performance,V6Z 1L2,"49.2784977, -123.1235587"
2020,Museum/Gallery,V6H 4B7,"49.269582, -123.13225"
2020,Theatre/Performance,V6T 1Z2,"49.268215, -123.2572691"
2020,Museum/Gallery,V5T 1A6,"49.2689045, -123.1007254"
2020,Museum/Gallery,V6J 3J9,"49.276261, -123.144436"
2020,Educational,V5T 3C9,"49.263875, -123.101297"
2020,Community Space,V6G 2A7,"49.2856642, -123.1337018"
2020,Studio/Rehearsal,V5R 5H1,"49.2403337, -123.0881324"
2020,Studio/Rehearsal,V5R 0B6,"49.23408, -123.038603"
2020,Museum/Gallery,V5T 4R8,"49.26676, -123.09715"
2020,Museum/Gallery,V6J 3J9,"49.276361, -123.144299"
2020,Studio/Rehearsal,V6Z 1L3,"49.2799092, -123.1221484"
2020,Community Space,V5Y 2M4,"49.2416922650002, -123.104291617649"
2020,Community Space,V5T 1Z4,"49.2617605, -123.1021053"
2020,Museum/Gallery,V6A 1A4,"49.2846363, -123.097645"
2020,Museum/Gallery,V5M 3E4,"49.256761, -123.049576"
2020,Museum/Gallery,V6A 1M9,"49.2815282, -123.1043161"
2020,Museum/Gallery,V6A 2R9,"49.2810853, -123.1023067"
2020,Educational,V5T 1M4,"49.2648965, -123.1033467"
2020,Theatre/Performance,V6R 2K5,"49.272369, -123.202893"
2020,Community Space,V6R 1B5,"49.2711948, -123.1912389"
2020,Community Space,V5S 2X7,"49.2274099228807, -123.04439061748"
2020,Community Space,V6K 4K9,"49.2620553391672, -123.160105613733"
2020,Museum/Gallery,V6H 3G5,"49.26421, -123.138751"
2020,Theatre/Performance,V6B 0G6,"49.282766, -123.1076"
2020,Studio/Rehearsal,V6B 0G6,"49.282766, -123.1076"
2020,Community Space,V6B 1T9,"49.28042, -123.111836"
2020,Museum/Gallery,V6J 1H2,"49.2696829, -123.1406592"
2020,Community Space,V5N 4M4,"49.2549423, -123.0660729"
2020,Studio/Rehearsal, V6A1M3,"49.2818014, -123.087695"
2020,Museum/Gallery,V6H 3S3,"49.271369, -123.135784"
2020,Theatre/Performance,V6G 3E2,"49.298848, -123.133438"
2020,Studio/Rehearsal,V6A 2T9,"49.283306, -123.134145"
2020,Studio/Rehearsal,V6A 3P2,"49.276097, -123.07867"
2020,Studio/Rehearsal,V6P 5Z9,"49.2038343, -123.1397305"
2020,Other,V5Z 1G7,"49.263616, -123.119083"
2020,Studio/Rehearsal,V5X 3Z4,"49.215253, -123.087095"
2020,Community Space,V5T 3H7,"49.2641411, -123.1000824"
2020,Studio/Rehearsal,V6A 1G5,"49.2833651, -123.0957216"
2020,Studio/Rehearsal,V6A 3T8,"49.2689417, -123.0788058"
2020,Community Space,V6A 1G6,"49.282643, -123.094341"
2020,Theatre/Performance,V6B 5G1,"49.279881, -123.12051"
2020,Theatre/Performance,V6H 1M8,"49.2607195, -123.1372216"
2020,Studio/Rehearsal,V6A 1Y7,"49.2792244, -123.0872408"
2020,Community Space,V5Z 3G9,"49.229111, -123.117654"
2020,Museum/Gallery,V6H 3G1,"49.2656002, -123.1408505"
2020,Community Space,V6B 5E7,"49.276031, -123.110068"
2020,Community Space,V5K 5J1,"49.282263, -123.042992"
2020,Educational,V5K 5J1,"49.281965, -123.041812"
2020,Cafe/Restaurant/Bar,V5L 1J2,"49.284993, -123.0650265"
2020,Studio/Rehearsal,V5Y 2M5,"49.24203, -123.111815"
2020,Studio/Rehearsal,V5T 3C1,"49.267746, -123.101241"
2020,Museum/Gallery,V6A 4J1,"49.281336, -123.1019396"
2020,Community Space,V5M 2Y3,"49.2524249068635, -123.042958058734"
2020,Theatre/Performance,V6A 1P1,"49.281272, -123.0983094"
2020,Community Space,V6B 6G1,"49.277049, -123.109143"
2020,Community Space,V6Z 2W3,"49.273308, -123.121747"
2020,Theatre/Performance,V6Z 2W3,"49.2733084, -123.1217472"
2020,Theatre/Performance,V6T 1Z2,"49.267411, -123.256613"
2020,Community Space,V6A 3K1,"49.27895, -123.084646"
2020,Museum/Gallery,V6J 1H6,"49.269838, -123.144122"
2020,Educational,V5T 1M6,"49.264581, -123.101954"
2020,Studio/Rehearsal,V6B 2G6,"49.277084, -123.125738"
2020,Museum/Gallery,V6B 1R3,"49.280978, -123.106127"
2020,Community Space,V5Z 3C9,"49.2640091, -123.1580377"
2020,Community Space,V5T 1W8,"49.262913, -123.095452"
2020,Community Space,V6E 1H8,"49.2815242, -123.1266077"
2020,Museum/Gallery,V6G 2S1,"49.294408, -123.137914"
2020,Community Space,V6Z 2H7,"49.283113, -123.119848"
2020,Studio/Rehearsal,V5L 3T4,"49.276065, -123.071093"
2020,Studio/Rehearsal,V6H 3R5,"49.271656, -123.134975"
2020,Studio/Rehearsal,V5L 5C9,"49.284217, -123.069973"
