YEAR,TYPE,POSTAL_CODE,Cordinates
2015,Theatre/Performance,V6B 1H4,"49.282541, -123.107579"
2014,Museum/Gallery,V6J 2C7,"49.261938, -123.151123"
2014,Museum/Gallery,V6A 1Z6,"49.278786, -123.098796"
2014,Studio/Rehearsal,V6G 3E2,"49.295416, -123.150402"
2014,Studio/Rehearsal,V6A 4J1,"49.281101, -123.101791"
2014,Educational,V6A 1R6,"49.2810234, -123.0864434"
2014,Museum/Gallery,V6Z 2H2,"49.2800409, -123.1249139"
2014,Studio/Rehearsal,V5Y 1A4,"49.2702275, -123.108535"
2014,Museum/Gallery,V6B 4X7,"49.2775077, -123.1165781"
2014,Theatre/Performance,V6H 3R9,"49.272235, -123.13467"
2014,Museum/Gallery,V6B 2J2,"49.282941, -123.104299"
2014,Museum/Gallery,V6B 1H4,"49.282395, -123.108715"
2014,Museum/Gallery,V6A 1R1,"49.2811369, -123.0913998"
2014,Museum/Gallery,V6A 4L4,"49.2758184, -123.1000334"
2014,Museum/Gallery,V5Y 2M5,"49.242077, -123.113759"
2014,Community Space,V5V 1A6,"49.2559391, -123.1005648"
2014,Studio/Rehearsal,V6H 3R7,"49.270336, -123.13523"
2014,Theatre/Performance,V6B 2R5,"49.279079, -123.114496"
2014,Educational,V5T 1E2,"49.267044, -123.089605"
2014,Museum/Gallery,V6A 1Z6,"49.278676, -123.098671"
2014,Community Space,"er, BC,","49.293772, -123.148518"
2014,Theatre/Performance,V6A 3Y4,"49.2821671, -123.0953265"
2014,Museum/Gallery,V6H 2R9,"49.270485, -123.132876"
2014,Museum/Gallery,V6H 3S2,"49.272369, -123.135541"
2014,Studio/Rehearsal,V6A 1W8,"49.2802238, -123.0789337"
2014,Educational,"er, BC,","49.2571788, -123.08964"
2014,Community Space,V6A 3Z7,"49.274159, -123.10319"
2014,Community Space,V5N 4E4,"49.255421, -123.06845"
2014,Educational,V6P 5Y7,"49.207191, -123.1230434"
2014,Community Space,V6Z 2V1,"49.2724252, -123.1241736"
2014,Museum/Gallery,V6H 3G4,"49.2648423, -123.1385998"
2014,Museum/Gallery,V5T 1J4,"49.2653017, -123.1040486"
2014,Studio/Rehearsal,V6B 2G6,"49.277084, -123.125738"
2014,Studio/Rehearsal,V6A 4H6,"49.2844308, -123.09843"
2014,Museum/Gallery,V6H 3G1,"49.2655257, -123.1385822"
2014,Educational,V6H 2R9,"49.270461, -123.132857"
2014,Educational,V6J 1J8,"49.2690422, -123.1396911"
2014,Museum/Gallery,V5T 1E1,"49.267609, -123.09226"
2014,Theatre/Performance,V6B 2G6,"49.277065, -123.125711"
2014,Studio/Rehearsal,V6H 3R8,"49.2698934, -123.1343033"
2014,Café/Restaurant/Bar,V5T 3C9,"49.2642396, -123.1014108"
2014,Museum/Gallery,V5T 1B8,"49.2680645, -123.0981191"
2014,Educational,V5T 3C9,"49.263875, -123.101297"
2014,Community Space,"er, BC,","49.281457, -123.11966"
2014,Community Space,"er, BC,","49.285278, -123.141944"
2014,Community Space,V5T 1Z4,"49.2617605, -123.1021053"
2014,Museum/Gallery,V6B 2M9,"49.2842455, -123.1088083"
2014,Museum/Gallery,V6A 2R9,"49.2810853, -123.1023067"
2014,Theatre/Performance,V6R 2K5,"49.272369, -123.202893"
2014,Studio/Rehearsal,V5Y 1L6,"49.2644359, -123.106533"
2014,Community Space,V6K 4K9,"49.2620553391672, -123.160105613733"
2014,Community Space,V6J 1S1,"49.26567, -123.14003"
2014,Educational,V5X 2R5,"49.2113805, -123.1125632"
2014,Museum/Gallery,"er, BC,","49.267681, -123.259146"
2014,Studio/Rehearsal,V6A 1Y5,"49.2788158, -123.0884454"
2014,Museum/Gallery,V6H 3S3,"49.271369, -123.135784"
2014,Museum/Gallery,V6H 3G5,"49.264079, -123.1386272"
2014,Studio/Rehearsal,V6E 2C7,"49.283306, -123.134145"
2014,Studio/Rehearsal,V5W 1T7,"49.2303947, -123.082685"
2014,Community Space,V5X 3Z4,"49.215192, -123.087343"
2014,Museum/Gallery,V6T 1Z2,"49.2683878, -123.255944"
2014,Community Space,V5T 3H7,"49.2641411, -123.1000824"
2014,Community Space,V6N 4C6,"49.2236866, -123.1989191"
2014,Theatre/Performance,V5Z 2N7,"49.233433, -123.126011"
2014,Studio/Rehearsal,V6A 1G5,"49.2833651, -123.0957216"
2014,Theatre/Performance,V6T 1Z2,"49.266904, -123.255994"
2014,Café/Restaurant/Bar,V5T 1W4,"49.2631703, -123.1001783"
2014,Theatre/Performance,V6H 1M8,"49.2607195, -123.1372216"
2014,Studio/Rehearsal,V5L 1S1,"49.2825401, -123.0581806"
2014,Studio/Rehearsal,V5L 1M5,"49.2830062, -123.0656267"
2014,Museum/Gallery,V6C 3E8,"49.283709, -123.119963"
2014,Community Space,V5Z 3G9,"49.229111, -123.117654"
2014,Studio/Rehearsal,V6G 3L2,"49.29119, -123.130114"
2014,Museum/Gallery,V6H 4G9,"49.2701374, -123.1337947"
2014,Community Space,V6B 5E7,"49.276031, -123.110068"
2014,Studio/Rehearsal,V5L 3L1,"49.2833711, -123.0740061"
2014,Studio/Rehearsal,V6A 3P2,"49.2761045, -123.0786643"
2014,Studio/Rehearsal,V5Y 2M5,"49.24203, -123.111815"
2014,Studio/Rehearsal,V6A 1A4,"49.2846363, -123.097645"
2014,Community Space,V6A 3T1,"49.2807361611339, -123.084089333259"
2014,Studio/Rehearsal,V6A 1R8,"49.2811222, -123.0859896"
2014,Studio/Rehearsal,"er, BC,","49.2064027, -123.1179859"
2014,Community Space,V6B 6G1,"49.277049, -123.109143"
2014,Community Space,V6Z 2W3,"49.273308, -123.121747"
2014,Theatre/Performance,V6T 1Z2,"49.267411, -123.256613"
2014,Theatre/Performance,V6K 2L2,"49.2630518, -123.1765215"
2014,Community Space,V5X 0A1,"49.22286659427, -123.100610434694"
2014,Community Space,V6P 4J6,"49.2047023, -123.1338135"
2014,Museum/Gallery,V6A 1T6,"49.2804859, -123.1015866"
2014,Community Space,V5M 3X3,"49.2636078361355, -123.032103721071"
2014,Community Space,V5N 4M4,"49.255325, -123.065438"
2014,Museum/Gallery,V6H 3E9,"49.2666423, -123.1388698"
2014,Studio/Rehearsal,V6A 1Z5,"49.279451, -123.0779834"
2014,Community Space,V5L 1S9,"49.2813439, -123.0724904"
2014,Studio/Rehearsal,V5Z 2G9,"49.2476977, -123.1248217"
2014,Museum/Gallery,V6G 3E2,"49.30067, -123.130997"
2014,Museum/Gallery,V6E 0A8,"49.286205, -123.124298"
2014,Studio/Rehearsal,V5Y 1K6,"49.2655855, -123.1075911"
2014,Studio/Rehearsal,V5L 1K6,"49.2841727, -123.0652956"
2014,Museum/Gallery,V6B 6R5,"49.278238, -123.121183"
2014,Theatre/Performance,V5L 2H6,"49.276674, -123.065797"
2014,Community Space,V6A 1C6,"49.284251, -123.093733"
2014,Museum/Gallery,V6J 1A3,"49.277465, -123.147587"
2014,Theatre/Performance,V6B 6A1,"49.2808, -123.112328"
2014,Community Space,V6J 3J9,"49.276777, -123.146124"
2014,Educational,V6A 1E1,"49.2844372, -123.0915178"
2014,Studio/Rehearsal,V5T 3C1,"49.267731, -123.101242"
2014,Theatre/Performance,V6Z 1L2,"49.2799671, -123.1218259"
2014,Studio/Rehearsal,V6J 1R1,"49.2663536, -123.1400604"
2014,Studio/Rehearsal,V5L 2P5,"49.2740112, -123.0771637"
2014,Museum/Gallery,V5T 1A6,"49.2689553, -123.0984496"
2014,Theatre/Performance,V5L 2E2,"49.2772414, -123.0660915"
2014,Theatre/Performance,V5Z 3Y8,"49.2600654, -123.1151069"
2020,Museum/Gallery,V6J 2C7,"49.261938, -123.151123"
2020,Studio/Rehearsal,V6A 1Z7,"49.278453, -123.098829"
2020,Community Space,V6R 1K4,"49.271511, -123.205213"
2020,Educational,V5N 4C9,"49.2584975, -123.0694843"
2020,Museum/Gallery,V6T 1Z4,"49.2639124, -123.2549451"
2020,Educational,V6B 2G6,"49.2770714, -123.1279039"
2020,Cafe/Restaurant/Bar,V6H 3R9,"49.272102, -123.134363"
2020,Studio/Rehearsal,V5A 2P2,"49.270111, -123.098517"
2020,Museum/Gallery,V6B 2J2,"49.282941, -123.104299"
2020,Theatre/Performance,V5L 2H3,"49.2769146, -123.0698555"
2020,Museum/Gallery,V6A 1R1,"49.2811369, -123.0913998"
2020,Museum/Gallery,V5T 1A6,"49.268909, -123.098527"
2020,Museum/Gallery,V6H 3J9,"49.258496, -123.1391799"
2020,Community Space,V6B 4Y8,"49.276156, -123.110433"
2020,Other,V6J 1R2,"49.266051, -123.139386"
2020,Community Space,V5L 4X4,"49.2756486, -123.0737717"
2020,Educational,V5T 2C2,"49.2611004, -123.1021231"
2020,Cafe/Restaurant/Bar,V5N 4B2,"49.2659754, -123.0693229"
2020,Community Space,V6J 2M3,"49.2574655, -123.1468654"
2020,Theatre/Performance,V6A 2T7,"49.281052, -123.1001272"
2020,Museum/Gallery,V6A 1X6,"49.280067, -123.098181"
2020,Educational,V5T 0C6,"49.2670945, -123.0917627"
2020,Theatre/Performance,V6T 1Z1,"49.269523, -123.255108"
2020,Theatre/Performance,V6T 1Z1,"49.269523, -123.255108"
2020,Theatre/Performance,V6A 3Y4,"49.2821671, -123.0953265"
2020,Community Space,V6A 3V6,"49.280315, -123.1032"
2020,Museum/Gallery,V6A 4H5,"49.279894, -123.102448"
2020,Community Space,V6C 2L1,"49.2844929, -123.1203334"
2020,Studio/Rehearsal,V5T 4T1,"49.2667885, -123.0982208"
2020,Studio/Rehearsal,V5T 4S2,"49.2670319, -123.0990734"
2020,Studio/Rehearsal,V5Y 3Z5,"49.2641907, -123.1138"
2020,Educational,V5T 1E1,"49.2571788, -123.08964"
2020,Community Space,V6G 3H4,"49.2901651976341, -123.125885091572"
2020,Museum/Gallery,V6P 6A5,"49.2064788, -123.1423354"
2020,Community Space,V5Y 0B1,"49.2717878, -123.1057142"
2020,Community Space,V6A 3V6,"49.280254, -123.103387"
2020,Community Space,V6Z 2V1,"49.2724252, -123.1241736"
2020,Other,V5M 2E1,"49.258426, -123.046215"
2020,Museum/Gallery,V6H 3S2,"49.2721848, -123.1353489"
2020,Studio/Rehearsal,V5T 1S1,"49.263935, -123.098697"
2020,Museum/Gallery,V6H 3G1,"49.2655257, -123.1385822"
2020,Studio/Rehearsal,V6N 1A3,"49.2341311, -123.1641351"
2020,Educational,V6J 0E4,"49.2706035, -123.1432746"
2020,Community Space,V6H 3R8,"49.269397070325, -123.134020271425"
2020,Museum/Gallery,V5Y 1P1,"49.2630895, -123.1058083"
2020,Cafe/Restaurant/Bar,V5T 3C9,"49.2642396, -123.1014108"
2020,Museum/Gallery,V6B 1G4,"49.281719, -123.104947"
2020,Educational,V6B 1H4,"49.28243, -123.108696"
2020,Community Space,V6H 3S3,"49.269463, -123.134845"
2020,Museum/Gallery,V6H 3S6,"49.270213, -123.134769"
2020,Community Space,V6Z 1M7,"49.281457, -123.11966"
2020,Studio/Rehearsal,V5A 2P2,"49.270087, -123.098432"
2020,Studio/Rehearsal,V5R 0B6,"49.234031, -123.0387777"
2020,Studio/Rehearsal,V5R 0B6,"49.234069, -123.038613"
2020,Cafe/Restaurant/Bar,V6A 1B2,"49.283694, -123.1039562"
2020,Museum/Gallery,V6J 3J9,"49.276261, -123.144436"
2020,Museum/Gallery,V6R 3P3,"49.272817, -123.185988"
2020,Museum/Gallery,V5L 3X4,"49.273662, -123.069421"
2020,Museum/Gallery,V6H 3G1,"49.2654685, -123.1389124"
2020,Studio/Rehearsal,V6A 3C3,"49.283701, -123.091156"
2020,Museum/Gallery, V5T1J5,"49.2652632, -123.1019214"
2020,Studio/Rehearsal,V6J 5J9,"49.270641, -123.141136"
2020,Museum/Gallery,V6B 2W9,"49.2766268, -123.1211143"
2020,Community Space,V5Z 2N7,"49.233444, -123.125991"
2020,Community Space,V5N 4L9,"49.25716, -123.06391"
2020,Educational,V5W 1P3,"49.2319794, -123.0926825"
2020,Studio/Rehearsal,V6A 1C2,"49.2875761, -123.119754"
2020,Cafe/Restaurant/Bar,V5T 3E5,"49.2623554, -123.1014219"
2020,Community Space,V6K 1Y4,"49.265942, -123.158046"
2020,Educational,V5Y 2Z6,"49.225191, -123.108305"
2020,Community Space,V6G 3E2,"49.302981, -123.131707"
2020,Cafe/Restaurant/Bar,V5Z 3Z1,"49.2690603, -123.1185407"
2020,Museum/Gallery,V6H 3G5,"49.264079, -123.1386272"
2020,Community Space,V6P 1X9,"49.2144740996897, -123.127481913823"
2020,Studio/Rehearsal,V6R 1N6,"49.2680825, -123.1786705"
2020,Studio/Rehearsal,V6A 3P2,"49.2761039, -123.0809925"
2020,Theatre/Performance,V6P 5Z9,"49.20363, -123.1375815"
2020,Community Space,V5X 3Z4,"49.2155886, -123.0865597"
2020,Museum/Gallery,V6T 1Z2,"49.2683878, -123.255944"
2020,Theatre/Performance,V6Z 1B7,"49.278055, -123.127484"
2020,Museum/Gallery,V6J 3J9,"49.276365, -123.144897"
2020,Community Space,V6N 4C6,"49.2236866, -123.1989191"
2020,Studio/Rehearsal,V6H 3R7,"49.269841, -123.134665"
2020,Educational,V6B 1G4,"49.2770749, -123.1279039"
2020,Museum/Gallery,V6A 1X5,"49.252773, -123.10056"
2020,Community Space,V6A 1G6,"49.282643, -123.094341"
2020,Other,V6B 4N6,"49.2847001, -123.1141236"
2020,Other,V6H 3S1,"49.270154, -123.133047"
2020,Museum/Gallery,V6A 1T7,"49.281406, -123.112094"
2020,Theatre/Performance,V6Z 2L7,"49.278552, -123.12627"
2020,Studio/Rehearsal,V5L 1S1,"49.2825401, -123.0581806"
2020,Studio/Rehearsal,V5L 1M5,"49.2830062, -123.0656267"
2020,Studio/Rehearsal,V6A 2H2,"49.2753465, -123.0803477"
2020,Cafe/Restaurant/Bar,V6A 1P6,"49.2815471, -123.0952046"
2020,Theatre/Performance,V6H 3R8,"49.269212, -123.132002"
2020,Theatre/Performance,V6G 3L2,"49.2913154, -123.1295134"
2020,Museum/Gallery,V6H 4G9,"49.2701374, -123.1337947"
2020,Community Space,V5K 3N7,"49.285856, -123.042747"
2020,Community Space,V5V 4E6,"49.2491288, -123.0902312"
2020,Studio/Rehearsal,V5L 2P7,"49.2737909, -123.0752583"
2020,Other,V5T 3E2,"49.263726, -123.100748"
2020,Studio/Rehearsal,V5M 1Z4,"49.261332, -123.038973"
2020,Theatre/Performance,V5N 1W1,"49.2620042, -123.0704852"
2020,Other,V6Z 3B7,"49.281998, -123.1208744"
2020,Cafe/Restaurant/Bar,V6A 1N5,"49.2816798, -123.1017319"
2020,Museum/Gallery,V6A 3Z7,"49.2737425, -123.103652"
2020,Studio/Rehearsal,V6B 2G6,"49.277074, -123.125727"
2020,Studio/Rehearsal,"er, BC,","49.2695868, -123.0965625"
2020,Studio/Rehearsal,V5Y 1M8,"49.2640305, -123.1057281"
2020,Theatre/Performance,V6K 2L2,"49.2630518, -123.1765215"
2020,Community Space,V6A 3V8,"49.279779792626, -123.091546208357"
2020,Studio/Rehearsal,V6A 2K5,"49.2739359, -123.083385"
2020,Studio/Rehearsal,V6H 3R8,"49.269883, -123.135137"
2020,Theatre/Performance,V6J 1S1,"49.2655999, -123.140093"
2020,Museum/Gallery,V6A 1X5,"49.2791925, -123.0979982"
2020,Studio/Rehearsal,V5L 3K3,"49.275048, -123.077105"
2020,Community Space,V5X 0A1,"49.22286659427, -123.100610434694"
2020,Museum/Gallery,V5N 3G7,"49.266746, -123.077268"
2020,Studio/Rehearsal,V6A 4H6,"49.2844308, -123.09843"
2020,Cafe/Restaurant/Bar,V6A 2Z6,"49.2796914, -123.0975156"
2020,Cafe/Restaurant/Bar,V6A 1R1,"49.2811076, -123.0896418"
2020,Cafe/Restaurant/Bar,V5T 1X4,"49.262481, -123.092448"
2020,Studio/Rehearsal,V6B 2R5,"49.279207, -123.1153174"
2020,Studio/Rehearsal,V5T 3K4,"49.257146, -123.09071"
2020,Theatre/Performance,V6B 4N7,"49.2819011, -123.1201016"
2020,Other,V6A 3X2,"49.274169, -123.09379"
2020,Community Space,V5N 4M4,"49.255325, -123.065438"
2020,Other,V6T 1Z2,"49.2650418, -123.2559388"
2020,Other,V5T 3G7,"49.257105, -123.100945"
2020,Museum/Gallery,V6M 4H1,"49.238472, -123.128627"
2020,Community Space,V5L 1S9,"49.2813439, -123.0724904"
2020,Educational,V6J 4R9,"49.274884, -123.144548"
2020,Studio/Rehearsal,V6A 1Z7,"49.278453, -123.098757"
2020,Museum/Gallery,V6E 0A8,"49.286205, -123.124298"
2020,Museum/Gallery,V5Y 1G1,"49.268419, -123.110397"
2020,Educational,V5T 4V5,"49.262793, -123.080893"
2020,Studio/Rehearsal,V5L 2H1,"49.2769475, -123.0725648"
2020,Community Space,V6A 1C6,"49.284251, -123.093733"
2020,Educational,V5Y 1L6,"49.2647093, -123.1053882"
2020,Educational,V6B 3L4,"49.280221, -123.119768"
2020,Educational,V5K 1Z8,"49.281396, -123.047414"
2020,Community Space,V6J 3J9,"49.276777, -123.146124"
2020,Community Space,V6G 2L8,"49.289912961681, -123.136073777706"
2020,Museum/Gallery,V5T 1S1,"49.263916, -123.098654"
2020,Theatre/Performance,V5L 2E2,"49.2772414, -123.0660915"
2020,Theatre/Performance,V5L 2W2,"49.2786795, -123.0707458"
2020,Museum/Gallery,V6J 1G1,"49.270579, -123.142708"
2020,Other,V6J 1M5,"49.2678231, -123.1496263"
2017,Museum/Gallery,V6J 2C7,"49.261938, -123.151123"
2017,Studio/Rehearsal,V6A 4J1,"49.281101, -123.101791"
2017,Museum/Gallery,"er, BC,","49.2639124, -123.2549451"
2017,Educational,V6A 1R6,"49.2810234, -123.0864434"
2017,Studio/Rehearsal,V5L 2G1,"49.277071, -123.075559"
2017,Theatre/Performance,V5Y 1M8,"49.263974, -123.105108"
2017,Museum/Gallery,V6B 2N5,"49.2817199, -123.1095005"
2017,Museum/Gallery,V6Z 2H2,"49.2800409, -123.1249139"
2017,Museum/Gallery,V6B 4X7,"49.2775077, -123.1165781"
2017,Theatre/Performance,V6H 3J3,"49.261346, -123.1382118"
2017,Studio/Rehearsal,V5A 2P2,"49.270111, -123.098517"
2017,Studio/Rehearsal,V5T 1V9,"49.2626666, -123.102565"
2017,Museum/Gallery,V6T 1Z4,"49.2634318, -123.251485"
2017,Community Space,V5L 4X4,"49.2756486, -123.0737717"
2017,Educational,V5T 2C2,"49.2611004, -123.1021231"
2017,Museum/Gallery,V6Z 1B7,"49.278055, -123.127484"
2017,Theatre/Performance,V6B 2R5,"49.279079, -123.114496"
2017,Theatre/Performance,V6A 3Y4,"49.2821671, -123.0953265"
2017,Educational,V6R 1Z1,"49.2652165, -123.1857634"
2017,Studio/Rehearsal,V5Y 3Z5,"49.2641907, -123.1138"
2017,Studio/Rehearsal,V5T 4S2,"49.2670319, -123.0990734"
2017,Studio/Rehearsal,V6A 1W8,"49.2802238, -123.0789337"
2017,Community Space,V6G 3H4,"49.2901651976341, -123.125885091572"
2017,Cafe/Restaurant/Bar,V6Z 1K3,"49.2806189, -123.1208909"
2017,Studio/Rehearsal,V6A 1C2,"49.2841198, -123.0985607"
2017,Community Space,V5N 4E4,"49.255421, -123.06845"
2017,Other,V5M 2E1,"49.258426, -123.046215"
2017,Community Space,V5Z 1Z8,"49.2529172469768, -123.121277422182"
2017,Museum/Gallery,V6H 3G4,"49.2648423, -123.1385998"
2017,Museum/Gallery,V6J 1R2,"49.2661804, -123.1399725"
2017,Community Space,V6S 2H2,"49.2428154263277, -123.188251960704"
2017,Studio/Rehearsal,V6A 1M4,"49.2817549, -123.0854969"
2017,Museum/Gallery,V6H 3G1,"49.2655257, -123.1385822"
2017,Educational,V5T 0H2,"49.267591, -123.092526"
2017,Community Space,V5K 2B6,"49.280412, -123.051665"
2017,Theatre/Performance,V6Z 1L2,"49.2784977, -123.1235587"
2017,Museum/Gallery,V6H 4B7,"49.269582, -123.13225"
2017,Theatre/Performance,V6B 1H4,"49.282402, -123.10859"
2017,Theatre/Performance,V6A 1L3,"49.282083, -123.097921"
2017,Studio/Rehearsal,V6H 3R8,"49.2698934, -123.1343033"
2017,Museum/Gallery,V5T 1B8,"49.2680645, -123.0981191"
2017,Museum/Gallery,V6H 3R7,"49.270046, -123.134283"
2017,Educational,V6B 1H4,"49.28243, -123.108696"
2017,Community Space,V6G 2A7,"49.2856642, -123.1337018"
2017,Community Space,"ver, BC","49.269463, -123.134845"
2017,Museum/Gallery,V6J 3J9,"49.276361, -123.144299"
2017,Studio/Rehearsal,V6Z 1L3,"49.2799092, -123.1221484"
2017,Museum/Gallery,V6B 2W6,"49.2784569, -123.1184779"
2017,Museum/Gallery,V6R 3P3,"49.272817, -123.185988"
2017,Museum/Gallery,V6T 1Z1,"49.266025, -123.249913"
2017,Museum/Gallery,V6H 3G1,"49.2654685, -123.1389124"
2017,Community Space,V6B 3A3,"49.2818067, -123.1152408"
2017,Museum/Gallery,V6B 2M9,"49.2842455, -123.1088083"
2017,Museum/Gallery,V6A 2R9,"49.2810853, -123.1023067"
2017,Educational,V5T 1M4,"49.2648965, -123.1033467"
2017,Community Space,V5N 4L9,"49.25716, -123.06391"
2017,Cafe/Restaurant/Bar,V5T 3E5,"49.2623554, -123.1014219"
2017,Studio/Rehearsal,V5Y 1L6,"49.2644359, -123.106533"
2017,Community Space,V6K 4K9,"49.2620553391672, -123.160105613733"
2017,Community Space,V6J 1S1,"49.26567, -123.14003"
2017,Community Space,V6B 1T9,"49.28042, -123.111836"
2017,Museum/Gallery,V6J 1H2,"49.2696829, -123.1406592"
2017,Studio/Rehearsal,V6A 2T9,"49.279824, -123.099729"
2017,Community Space,V5N 4M4,"49.2549423, -123.0660729"
2017,Museum/Gallery,V5T 0B4,"49.2646046, -123.0992862"
2017,Studio/Rehearsal, V6A1M3,"49.2818014, -123.087695"
2017,Community Space,V6P 1X9,"49.2144740996897, -123.127481913823"
2017,Studio/Rehearsal,V5W 1T7,"49.2303947, -123.082685"
2017,Studio/Rehearsal,V5X 3Z4,"49.215253, -123.087095"
2017,Studio/Rehearsal,V6A 1G5,"49.2833651, -123.0957216"
2017,Community Space,V6A 1G6,"49.282643, -123.094341"
2017,Other,V6B 1H7,"49.282993, -123.109698"
2017,Museum/Gallery,V6B 2R1,"49.281406, -123.112094"
2017,Theatre/Performance,V6B 5G1,"49.2803528, -123.1194108"
2017,Museum/Gallery,V6C 3E8,"49.283709, -123.119963"
2017,Community Space,V5Z 3G9,"49.229111, -123.117654"
2017,Studio/Rehearsal,V6G 3L2,"49.29119, -123.130114"
2017,Studio/Rehearsal,V6A 2Z9,"49.2781751, -123.0970675"
2017,Studio/Rehearsal,V5L 2P7,"49.2737909, -123.0752583"
2017,Studio/Rehearsal,V5Y 2M5,"49.24203, -123.111815"
2017,Museum/Gallery,V6A 4J1,"49.281336, -123.1019396"
2017,Theatre/Performance,V5N 1W1,"49.2620042, -123.0704852"
2017,Museum/Gallery,V6G 1J6,"49.286863, -123.132187"
2017,Community Space,V6Z 2W3,"49.273308, -123.121747"
2017,Theatre/Performance,V6T 1Z2,"49.267411, -123.256613"
2017,Community Space,V6A 3K1,"49.27895, -123.084646"
2017,Community Space,6M  2J2,"49.2309378, -123.1585257"
2017,Educational,V5T 1M6,"49.264581, -123.101954"
2017,Studio/Rehearsal,V6B 2G6,"49.277084, -123.125738"
2017,Community Space,V6P 4N2,"49.204487, -123.134666"
2017,Studio/Rehearsal,V5R 1V6,"49.244559, -123.0483891"
2017,Studio/Rehearsal,V5Y 1M8,"49.2640305, -123.1057281"
2017,Studio/Rehearsal,V6H 3R8,"49.269883, -123.135137"
2017,Museum/Gallery,V6B 0B2,"49.2841655, -123.1119735"
2017,Studio/Rehearsal,V5P 1N1,"49.230484, -123.065163"
2017,Educational,V5X 2R5,"49.2113805, -123.1125632"
2017,Community Space,V6B 1T3,"49.2822111, -123.1117385"
2017,Studio/Rehearsal,V6J 1S1,"49.2655999, -123.140093"
2017,Educational,V6T 1Z2,"49.267358, -123.256757"
2017,Community Space,V5L 1S9,"49.2813439, -123.0724904"
2017,Museum/Gallery,V6A 1Z7,"49.278453, -123.098757"
2017,Community Space,V5N 4P3,"49.2406492, -123.0657006"
2017,Community Space,V6Z 2H7,"49.283113, -123.119848"
2017,Museum/Gallery,V6E 0A8,"49.286205, -123.124298"
2017,Theatre/Performance,V5L 2H6,"49.276674, -123.065797"
2017,Museum/Gallery,V5Z 2N7,"49.233442, -123.126013"
2017,Museum/Gallery,V6J 1A3,"49.277465, -123.147587"
2017,Museum/Gallery,V6B 6B1,"49.2804357, -123.1151119"
2017,Studio/Rehearsal,V6J 1R1,"49.266238, -123.1401944"
2017,Museum/Gallery,V5T 1A6,"49.2689553, -123.0984496"
2017,Theatre/Performance,V5L 2E2,"49.2772414, -123.0660915"
2017,Theatre/Performance,V6B 1H4,"49.282541, -123.107579"
2016,Museum/Gallery,V6A 1Z6,"49.278786, -123.098796"
2016,Theatre/Performance,V5Y 1M8,"49.263974, -123.105108"
2016,Cafe/Restaurant/Bar,V6H 3R9,"49.272102, -123.134363"
2016,Museum/Gallery,V6B 3A7,"49.2799985, -123.1179808"
2016,Theatre/Performance,V5L 2H3,"49.2769146, -123.0698555"
2016,Museum/Gallery,V6A 1R1,"49.2811369, -123.0913998"
2016,Museum/Gallery,V5T 1V9,"49.262669, -123.102505"
2016,Museum/Gallery,V6A 4L4,"49.2758184, -123.1000334"
2016,Museum/Gallery,V6H 3J9,"49.258496, -123.1391799"
2016,Museum/Gallery,V6C 2G3,"49.284308, -123.119819"
2016,Museum/Gallery,V5Y 2M5,"49.242077, -123.113759"
2016,Theatre/Performance,V5Y 1A4,"49.270223, -123.108576"
2016,Community Space,V5L 4X4,"49.2756486, -123.0737717"
2016,Theatre/Performance,V6A 2T7,"49.281052, -123.1001272"
2016,Studio/Rehearsal,V6H 3R7,"49.270336, -123.13523"
2016,Educational,V5T 1E2,"49.267044, -123.089605"
2016,Museum/Gallery,V6H 2R9,"49.270485, -123.132876"
2016,Cafe/Restaurant/Bar,V6A 2T9,"49.279979, -123.099277"
2016,Community Space,V6A 3V6,"49.280315, -123.1032"
2016,Educational,V6R 1Z1,"49.2652165, -123.1857634"
2016,Studio/Rehearsal,V5Y 3Z5,"49.2641907, -123.1138"
2016,Educational,"er, BC,","49.2571788, -123.08964"
2016,Community Space,V6G 3H4,"49.2901651976341, -123.125885091572"
2016,Studio/Rehearsal,V6A 1C2,"49.2841198, -123.0985607"
2016,Community Space,V6A 3Z7,"49.274159, -123.10319"
2016,Educational,V6P 5Y7,"49.207191, -123.1230434"
2016,Community Space,V6Z 2V1,"49.2724252, -123.1241736"
2016,Other,V6H 1H6,"49.236965, -123.136982"
2016,Other,V5M 2E1,"49.258426, -123.046215"
2016,Museum/Gallery,V6J 1R2,"49.2661804, -123.1399725"
2016,Museum/Gallery,V6B 5K2,"49.279983, -123.104168"
2016,Studio/Rehearsal,V6A 1M4,"49.281749, -123.085078"
2016,Educational,V6H 2R9,"49.270461, -123.132857"
2016,Museum/Gallery,V5T 1E1,"49.267609, -123.09226"
2016,Community Space,V6H 3R8,"49.269397070325, -123.134020271425"
2016,Community Space,V5K 2B6,"49.280412, -123.051665"
2016,Studio/Rehearsal,V6H 3R8,"49.2698934, -123.1343033"
2016,Museum/Gallery,V5T 1B8,"49.2680645, -123.0981191"
2016,Museum/Gallery,V6H 3R7,"49.270046, -123.134283"
2016,Community Space,V6G 2A7,"49.2856642, -123.1337018"
2016,Museum/Gallery,V6H 3S6,"49.270213, -123.134769"
2016,Studio/Rehearsal,V5R 0B6,"49.234069, -123.038613"
2016,Studio/Rehearsal,V6Z 1L3,"49.2799092, -123.1221484"
2016,Community Space,V5K 2A3,"49.280678, -123.039369"
