Coordinates,Count
"49.2699087176753, -123.073873800488",1
"49.2083378807636, -123.137348316913",1
"49.2690004589494, -123.105514264693",2
"49.2677204396699, -123.143549079244",1
"49.2737563690939, -123.123707723818",1
"49.2738610929005, -123.123706047308",1
"49.2607611433548, -123.075257521912",1
"49.2496852507197, -123.185457261964",3
"49.2769744282612, -123.09628186076",5
"49.2762718935976, -123.121150522564",1
"49.2639991133069, -123.101410928278",17
"49.2776933713133, -123.114775673159",7
"49.2660283820102, -123.101313234402",6
"49.2676340299746, -123.104120941679",8
"49.2636880288139, -123.163883543261",4
"49.2633399440451, -123.142328982218",3
"49.2372588723082, -123.065843581636",1
"49.2442078619426, -123.041569150033",1
"49.2769376441625, -123.071274412033",3
"49.2688388215772, -123.098728898679",1
"49.2768866288422, -123.067736348557",1
"49.2598926175113, -123.077894035715",1
"49.2819365912137, -123.095165295652",4
"49.2883314485836, -123.140764027411",1
"49.2737944334805, -123.069255675586",1
"49.2773664661235, -123.075627237078",3
"49.2773687833765, -123.075797322619",3
"49.2773711987762, -123.076091281812",3
"49.2681124020577, -123.168788238322",2
"49.2643930808116, -123.172299634101",2
"49.261577745897, -123.139064510247",2
"49.2681296479806, -123.169903789342",1
"49.234916703799, -123.161137602004",3
"49.2654693916607, -123.027851301154",2
"49.268516573077, -123.103412969921",8
"49.2680048098486, -123.161391354011",1
"49.2820616403443, -123.109214054419",23
"49.2777594541475, -123.065892584407",2
"49.2594650287984, -123.077962726069",2
"49.2894166759246, -123.138158442286",1
"49.2790418314418, -123.099295439139",5
"49.287244529818, -123.140265450077",1
"49.2864336371005, -123.139048980571",1
"49.2551313944696, -123.114725729151",4
"49.2916033167782, -123.1347790269",2
"49.2751962253245, -123.065285199888",1
"49.2722428009286, -123.150513163796",1
"49.2758723059549, -123.069131759168",2
"49.2573168179342, -123.100841626316",2
"49.2581594598338, -123.177885770396",2
"49.2847787642857, -123.109806363088",1
"49.2632886876213, -123.108215751606",2
"49.2604922209148, -123.104502808338",1
"49.2639208976314, -123.174825079586",2
"49.269526808384, -123.13895965718",1
"49.2653483707367, -123.103134223176",1
"49.2738962398152, -123.123711922889",1
"49.2711662301498, -123.071757556074",1
"49.277062009479, -123.128941908245",2
"49.2705963317286, -123.106407923087",1
"49.2805401853909, -123.095027329055",5
"49.2837908532804, -123.097467998708",5
"49.283771493109, -123.09643108359",1
"49.2837753681651, -123.096637894545",1
"49.2837598639069, -123.095801988274",1
"49.2635452426139, -123.209601567053",5
"49.2678836275254, -123.153901139642",2
"49.2769852728598, -123.075455047508",2
"49.23583755965, -123.044715680892",1
"49.2636842694128, -123.163171296894",1
"49.2636880288139, -123.163883543261",1
"49.2601338521524, -123.136576272963",1
"49.2709406292954, -123.086773211531",7
"49.2558469932365, -123.087209884646",5
"49.2716810374525, -123.091136802448",3
"49.2705405363416, -123.154765635777",1
"49.2824071867882, -123.132780611891",2
"49.266681368788, -123.075896989331",2
"49.2808747044461, -123.055770494905",7
"49.2691363603698, -123.055046228743",6
"49.2808804629174, -123.050546464619",5
"49.2797042382855, -123.129591896776",1
"49.2254379451015, -123.066114228006",2
"49.2793618856218, -123.032184983834",1
"49.2645729136014, -123.070113768821",3
"49.2240610591026, -123.066190521781",1
"49.2241334717209, -123.066189258866",1
"49.281531562714, -123.094367864332",6
"49.2662843908421, -123.108815552908",2
"49.2813997173864, -123.123105292406",2
"49.2752340293058, -123.124717981992",1
"49.2796706053151, -123.099282966145",16
"49.2797452699097, -123.099277616384",16
"49.2615101798515, -123.054389041217",1
"49.256432440088, -123.101728807832",5
"49.2699954896411, -123.069293232729",1
"49.2377567998307, -123.065803745542",4
"49.2665844131611, -123.133062224094",2
"49.2641452903656, -123.132201235376",1
"49.2821993745517, -123.081672186307",3
"49.2822075466477, -123.082186029427",3
"49.2452283491029, -123.100864257169",2
"49.2828974346367, -123.112691222097",7
"49.2258808093489, -123.065338825524",1
"49.2701916267373, -123.082120497947",2
"49.2688414991874, -123.101196475776",8
"49.255646722998, -123.086780768614",3
"49.2819486629533, -123.095796430937",2
"49.259215592539, -123.14207488044",2
"49.2741468451306, -123.113796262421",1
"49.2780951593815, -123.130058517099",2
"49.2781596648092, -123.129953729391",2
"49.2328780253591, -123.065967359007",6
"49.2263642928504, -123.091158686677",3
"49.2641201351359, -123.152699399128",11
"49.2508701283643, -123.076775441108",2
"49.2808660731587, -123.047002964444",9
"49.2852306087902, -123.117330694575",5
"49.2657604904532, -123.100371275821",8
"49.2775057391852, -123.119288878918",1
"49.2804072475696, -123.087722021267",1
"49.2380023861143, -123.065012708617",3
"49.2531510918108, -123.067605544302",3
"49.2808763183648, -123.056152730546",5
"49.2680644137171, -123.09811908542",1
"49.2653134388239, -123.069136579736",4
"49.2092943944765, -123.141286765199",1
"49.2818857846715, -123.139421954955",1
"49.2242883681457, -123.090422874801",1
"49.2693130761734, -123.133533579363",1
"49.2690328262173, -123.131782555638",1
"49.2815198474257, -123.068515916518",4
"49.2815112299003, -123.067522895079",1
"49.2815276853805, -123.094158863",1
"49.2291079121252, -123.054062075043",1
"49.2593211366189, -123.07198155115",1
"49.2623359566856, -123.137633415688",3
"49.2178708760379, -123.077294616222",2
"49.2663959670594, -123.090376445655",1
"49.2808828702051, -123.092336799459",6
"49.2547144929303, -123.086278480293",13
"49.2681205704276, -123.141156560338",3
"49.2820731999911, -123.11351586912",3
"49.2626824258021, -123.078692974619",4
"49.26268538319, -123.078972814579",4
"49.2761312357968, -123.125217513014",13
"49.2823509491844, -123.085104256492",2
"49.2270575853197, -123.090310512",3
"49.255391243922, -123.105322351427",1
"49.271447545781, -123.099931533259",8
"49.2521978720042, -123.080921922212",14
"49.2703483781361, -123.142488092418",1
"49.2825671132393, -123.100988129945",1
"49.2813739864984, -123.130088382573",1
"49.2808751242514, -123.054893805009",7
"49.2656754688009, -123.122196400199",3
"49.2671424292694, -123.100364319657",8
"49.2814073145207, -123.027492172219",13
"49.2636974952716, -123.164495087912",2
"49.2786794363289, -123.070745833026",20
"49.2495922365339, -123.100239561828",1
"49.2806085364881, -123.098331799339",5
"49.2814155532835, -123.051536870389",2
"49.246526823729, -123.06875485391",6
"49.27548261842, -123.069906047288",2
"49.2806059262186, -123.098228000345",1
"49.2604533793126, -123.100694348117",10
"49.2605707827843, -123.100686340712",10
"49.2631640161825, -123.089778059142",1
"49.2782820312019, -123.098343191276",3
"49.250793310084, -123.076624981019",7
"49.2451992513478, -123.101683086526",2
"49.2443406852027, -123.101711385117",1
"49.2658239576619, -123.13298497898",1
"49.2608385099836, -123.101546563356",2
"49.2788636735481, -123.123000648282",2
"49.2618016492425, -123.092680352389",1
"49.2682834764505, -123.146430621236",1
"49.28354094451, -123.108705829136",4
"49.280768079561, -123.086793697534",4
"49.2649870840455, -123.091803297969",1
"49.2809459427592, -123.07147653038",12
"49.2828788374045, -123.120461388537",1
"49.2406898834288, -123.101868100886",6
"49.2710784806805, -123.043498595422",1
"49.2816881424577, -123.124269959266",2
"49.2432779334772, -123.060421569511",7
"49.2404307213112, -123.046601753067",1
"49.263029034443, -123.097481213287",9
"49.2630296629366, -123.097269137493",9
"49.2697559375775, -123.057291061004",1
"49.2800051148053, -123.101758035952",2
"49.2781725210433, -123.092012701726",1
"49.2798453881518, -123.085261841089",1
"49.2798471090197, -123.085367712381",1
"49.2798548930795, -123.085788449358",1
"49.2792344627795, -123.078587976369",1
"49.2383938816768, -123.145557736708",1
"49.2417995251105, -123.101829813286",7
"49.239637011253, -123.102444578626",1
"49.2289540456943, -123.091068679701",2
"49.2750796995562, -123.067094738695",1
"49.2794454051316, -123.122140264922",2
"49.2574680343775, -123.090720606283",3
"49.2659657945728, -123.138901960621",1
"49.2768075801051, -123.126122501626",5
"49.2506942478045, -123.106749767739",1
"49.2712220875148, -123.079250281567",1
"49.2387007377788, -123.058524550754",1
"49.2743117710172, -123.077650969482",6
"49.269005903733, -123.105943856348",1
"49.2686958619015, -123.206384171229",1
"49.233998949755, -123.065890155791",4
"49.2759827165877, -123.127381563142",1
"49.2760309209931, -123.127308836226",1
"49.2750779748102, -123.126814335814",6
"49.26261700142, -123.056161972327",7
"49.2627618244872, -123.05616144946",7
"49.2827899195809, -123.104781330539",11
"49.2840515965729, -123.111308412862",7
"49.2348928490796, -123.158090211808",2
"49.2353774258872, -123.03420826011",1
"49.2845433894505, -123.065071413328",5
"49.2694343717092, -123.110853267708",1
"49.2820238302515, -123.100079812748",2
"49.2361138953287, -123.04077271398",2
"49.2690503282325, -123.070009896984",5
"49.2664623100155, -123.094520644226",1
"49.2315768201383, -123.090197037333",4
"49.2620102152978, -123.029933012573",3
"49.2819257350943, -123.116478470019",1
"49.2820450488239, -123.115482004436",1
"49.2820680891234, -123.116258795508",1
"49.2822144887097, -123.116032006832",1
"49.2814180658164, -123.055642549174",4
"49.2649315754143, -123.108576370424",1
"49.264989205346, -123.108703225826",1
"49.2814184021844, -123.055877529682",3
"49.2192066367229, -123.149397140833",1
"49.2544833007387, -123.067561355154",12
"49.2264748959102, -123.055363179571",1
"49.2095655324896, -123.140081361725",4
"49.2814657688671, -123.064288780016",5
"49.2805364963046, -123.070972163404",4
"49.2803705787474, -123.085447138056",3
"49.2638207465312, -123.169860942075",3
"49.2679213494947, -123.100220496328",4
"49.2809779460943, -123.076684303428",16
"49.2593215252365, -123.073238223454",1
"49.2405294209084, -123.065694198888",1
"49.2770588874282, -123.080017442337",1
"49.2082659452354, -123.132841523661",2
"49.2619817396135, -123.139048877559",3
"49.2361791536765, -123.033411284372",1
"49.2794207821042, -123.089412074168",2
"49.2810667759571, -123.109667501266",3
"49.2343326556962, -123.158304018468",2
"49.2568387388647, -123.099932119676",1
"49.2844610862535, -123.127359070161",1
"49.2121746799283, -123.104616531218",1
"49.2615642649175, -123.06281898751",1
"49.2832703883518, -123.089860356918",2
"49.2812152237255, -123.106805415185",5
"49.2747002695958, -123.124662580292",3
"49.2556117384647, -123.11471738764",1
"49.2695551398333, -123.134229780501",1
"49.2729169532685, -123.160402581084",1
"49.2584408700185, -123.077279725736",1
"49.2819196277458, -123.069137269721",1
"49.2524856330883, -123.030071704311",1
"49.2590074250025, -123.079728121036",1
"49.2625013654707, -123.166523869483",1
"49.284492827329, -123.10852879482",2
"49.2474605036077, -123.185569814935",17
"49.2683889555063, -123.154410129582",1
"49.2810021885273, -123.077773820244",7
"49.2617074000792, -123.068949350387",3
"49.2728647738063, -123.148153590086",1
"49.2643930065275, -123.115225437399",3
"49.2668532221019, -123.135096322555",1
"49.2644174245702, -123.10550157841",1
"49.2809959045934, -123.131602564337",3
"49.2506697425127, -123.076421518746",11
"49.2634906180622, -123.10339596565",2
"49.269181696554, -123.148134904632",1
"49.2756775039073, -123.099486835146",5
"49.2836692851809, -123.069949327317",1
"49.279980626385, -123.121330124258",6
"49.2816029302823, -123.10009785298",7
"49.2785838053846, -123.120724322256",1
"49.2814767732683, -123.065118224303",1
"49.2788163935153, -123.09841302549",5
"49.225037819267, -123.076989090307",1
"49.2349951982669, -123.041187039258",1
"49.2804098615188, -123.08783339515",1
"49.2573562062976, -123.087892198049",1
"49.2678768092827, -123.103048592274",2
"49.2697224786779, -123.157691607569",1
"49.269725817909, -123.157900906021",1
"49.274611586374, -123.069952493315",1
"49.2635301819934, -123.208224994273",6
"49.2822111013868, -123.111738475037",2
"49.2634645769936, -123.102284235701",9
"49.2745679436936, -123.067128606213",1
"49.2745687608603, -123.067270208273",1
"49.274581718928, -123.067400553795",1
"49.2803894129748, -123.086705230079",5
"49.2803911325194, -123.086811102584",5
"49.2824465454998, -123.070994333044",2
"49.2825610895864, -123.100675307679",8
"49.2825623477682, -123.100779809396",8
"49.2808763457391, -123.054211821484",1
"49.2789459949242, -123.085092513046",7
"49.278947717976, -123.085195632634",7
"49.2706407707154, -123.085036067099",5
"49.2765802762141, -123.127650230051",2
"49.2496504849863, -123.090595324716",1
"49.2053246751504, -123.133797629484",1
"49.2685727076513, -123.141779018404",2
"49.2685743767597, -123.141884867421",2
"49.2166712319209, -123.083358392084",1
"49.2549448064821, -123.07629318356",1
"49.26478523268, -123.138110085197",6
"49.2803454718365, -123.12220844297",4
"49.2643578412675, -123.101319573054",2
"49.2209443351639, -123.086483044682",1
"49.2786810244085, -123.092118427378",1
"49.2817957393312, -123.026939967536",1
"49.2627554774139, -123.087685986238",11
"49.2620053668891, -123.070690025467",5
"49.2634637009027, -123.061802938995",1
"49.2830114690903, -123.114835686741",6
"49.2613529323985, -123.098897185544",2
"49.2836859158857, -123.109955339906",1
"49.2393723979966, -123.065774940485",2
"49.264078093936, -123.208915101404",4
"49.2833059051572, -123.099128466944",7
"49.2833828331443, -123.099116521045",7
"49.263538180359, -123.208782371969",8
"49.276791864661, -123.087179866249",1
"49.2672106915844, -123.096502474324",3
"49.2675021658376, -123.097111097718",3
"49.2404440774438, -123.089951980555",3
"49.2611057917916, -123.069339774311",8
"49.2727483973479, -123.065924814179",3
"49.2816700632305, -123.101344311303",7
"49.2832462097736, -123.088578255673",3
"49.2918574484458, -123.134392587513",1
"49.2797158233326, -123.098790577993",8
"49.2752426311486, -123.069151459703",2
"49.2795532707862, -123.127008810102",3
"49.2750618272346, -123.069152567984",3
"49.2558507235158, -123.184738651391",1
"49.2644885226001, -123.177292434014",1
"49.2769207833992, -123.043641229861",1
"49.2475445549206, -123.068963111456",5
"49.2645058131165, -123.174770228466",3
"49.2654962163337, -123.091355889612",1
"49.2654999188348, -123.091791617597",1
"49.2634491900474, -123.203937744108",2
"49.2634794473324, -123.205907043301",2
"49.2909231550892, -123.133828214713",2
"49.2470834009704, -123.101581858122",6
"49.2778735229459, -123.074800608824",2
"49.2639185624306, -123.174590723958",1
"49.263937543473, -123.175652295618",1
"49.2805771047313, -123.096790064958",4
"49.25863816423, -123.099874801395",2
"49.2842801539326, -123.107083095743",6
"49.2335361850764, -123.035412868681",5
"49.229032486792, -123.090274815683",1
"49.2542555041391, -123.184765129408",1
"49.2644954607458, -123.078577830534",2
"49.2781773905153, -123.065222783619",6
"49.2826141375917, -123.106647562517",16
"49.258093647085, -123.069563195038",4
"49.2718947027259, -123.06918151841",1
"49.2851030848508, -123.127183890968",1
"49.2817484299059, -123.1075048846",16
"49.2800927330704, -123.098355096164",9
"49.2731882528379, -123.073753391208",1
"49.2640233824264, -123.182433830838",2
"49.2616075807626, -123.069548837368",7
"49.2645412558774, -123.18130725724",2
"49.2788051707318, -123.125101986414",2
"49.2786954375081, -123.07681939382",7
"49.242938863554, -123.101766896272",3
"49.2321264350288, -123.090179357158",6
"49.2833421769889, -123.111454753477",4
"49.2686022703052, -123.141150910363",2
