LAT,LONG
49.09163391082009, -122.65143515470777
49.10871769360577, -122.68164755510817
49.0992773826729, -122.64731528192587
49.13972321433773, -122.66791464583527
49.15948472862164, -122.64800192738952
49.18103375510096, -122.62671591801649
49.138375551326824, -122.70911337365402
49.21468533319062, -122.62465598162555
49.09343248067042, -122.60131003586156
