LAT,LONG
49.10529912330401,-122.65749714116215
49.166179199743134,-122.6407207594388
49.10430088206952,-122.65388727309794
49.08215630148728,-122.65217065943885
49.123065455604035,-122.66435861641855
49.09260531798439,-122.60907171661422
49.14745096686016, -122.6619819400844
49.10258494791693, -122.64905705943882
49.09040060576608, -122.62274988217064
49.11715727205646, -122.73519495036611
